cpu_mode,benchmark,governor,energy_delta,latency_delta,power_delta,valid_runs,sm_active_default
CPU 3354 MHz,ising,performance,13.657967005677252,0.6204941519573515,12.039526880911634,10,87.601
CPU 3354 MHz,kmeans,ondemand,2.322253862745427,2.7369016145391667,-1.1764896399277802,10,54.6785
CPU 3354 MHz,kmeans,powersave,-18.468559284441366,525.0960243427944,-87.5144733326316,10,54.6785
CPU 3354 MHz,kmeans,performance,6.716452483564139,0.7632064648077197,6.164222731431623,10,54.6785
CPU 3354 MHz,lavaMD,ondemand,-4.734788427252246,1.4667054474807095,-4.825205891398687,10,9.9765
CPU 3354 MHz,lavaMD,powersave,36.2768592565063,105.5943206815634,-55.100297303762424,10,9.9765
CPU 3354 MHz,lavaMD,performance,55.423299716730526,0.6401658162184853,54.69364043331171,10,9.9765
CPU 3354 MHz,leukocyte,ondemand,-28.52811236772218,34.45546276965903,-46.944086068531185,10,33.4065
CPU 3354 MHz,leukocyte,powersave,20.33553271251538,372.32515657620047,-74.52275261857383,10,33.4065
CPU 3354 MHz,leukocyte,performance,10.055306701984668,2.9966945024356484,6.83781242483219,10,33.4065
CPU 3354 MHz,lud,ondemand,15.108347866273085,0.33004471573567784,15.331571824450618,10,76.3675
CPU 3354 MHz,lud,powersave,-47.571869161631575,81.3388695672747,-71.80189469613971,10,76.3675
CPU 3354 MHz,lud,performance,17.32338940734861,-0.3052026403577268,17.161822517239166,10,76.3675
CPU 3354 MHz,lulesh,ondemand,-1.2672328097193652,4.517797282257363,-1.9607843137254943,10,57.003
CPU 3354 MHz,lulesh,powersave,29.807648721376935,316.3117873256427,-74.13281334633301,10,57.003
CPU 3354 MHz,lulesh,performance,9.293603701659148,4.351187262997258,9.114938793196847,10,57.003
CPU 3354 MHz,memcpy,ondemand,1.1258299958679663,24.330088613119294,-21.610707280489216,10,41.7735
CPU 3354 MHz,memcpy,powersave,-7.544377053024343,91.25898939299064,-58.81312257220876,10,41.7735
CPU 3354 MHz,memcpy,performance,45.9664149431668,6.380903588167208,30.006538210068847,10,41.7735
CPU 3354 MHz,mixbench,ondemand,0.1385743956272334,0.7525867522139906,-0.3727141095082209,10,93.968
CPU 3354 MHz,mixbench,powersave,nan,-100.0,-84.40365742478683,0,93.968
CPU 3354 MHz,mixbench,performance,0.5591358309001038,0.0875429242725323,0.7628572960798108,10,93.968
CPU 3354 MHz,myocyte,ondemand,-1.6028449116289978,0.8133143930593612,-1.8608503589177205,10,73.6685
CPU 3354 MHz,myocyte,powersave,nan,-100.0,-70.80342352291551,0,73.6685
CPU 3354 MHz,myocyte,performance,-4.617459430811987,-0.35513013694082884,-4.2821645499724,10,73.6685
CPU 3354 MHz,nbody,ondemand,-5.782729802229403,-2.497408211568164,1.7892552455614608,10,93.1745
CPU 3354 MHz,nbody,powersave,-1.3536050349003959,899.8493828609434,-91.04219506571363,10,93.1745
CPU 3354 MHz,nbody,performance,-4.351536871663519,-3.998689435283509,4.42759972331106,10,93.1745
CPU 3354 MHz,nn,ondemand,1.395091133774251,4.103829631660716,-2.8450766837074926,10,74.345
CPU 3354 MHz,nn,powersave,1.0698674404356012,353.5417237912439,-77.74690672001185,10,74.345
CPU 3354 MHz,nn,performance,3.6148296556442583,1.7685769125308504,1.8115136697043788,10,74.345
CPU 3354 MHz,nw,ondemand,-36.58974352199036,6.02254529469024,-44.51799405086094,10,5.409000000000001
CPU 3354 MHz,nw,powersave,-47.979519381789245,14.101450337202515,-54.67761531693829,10,5.409000000000001
CPU 3354 MHz,nw,performance,33.592501085161786,4.184242018260931,32.70769617495495,10,5.409000000000001
CPU 3354 MHz,particlefilter,ondemand,0.25684902727509673,0.6601658820892142,-0.14190040448246455,10,89.025
CPU 3354 MHz,particlefilter,powersave,21.250581843082152,895.7307778524994,-90.65579205622969,10,89.025
CPU 3354 MHz,particlefilter,performance,-4.152880861682828,-0.7016364043936352,-0.45023539553080694,10,89.025
CPU 3354 MHz,pathfinder,ondemand,-5.96409992195539,2.6028074737401985,-6.092347854462399,10,12.1025
CPU 3354 MHz,pathfinder,powersave,-5.858547099158806,131.75810811231136,-59.67041931799641,10,12.1025
CPU 3354 MHz,pathfinder,performance,51.74164954288973,-0.20466626645806452,51.80290422581171,10,12.1025
CPU 3354 MHz,srad,ondemand,21.837615718023894,2.71161694675488,8.425957887469803,10,71.5295
CPU 3354 MHz,srad,powersave,-39.68170248183115,126.6948078719727,-73.14635830169141,10,71.5295
CPU 3354 MHz,srad,performance,13.438317506176055,-0.5840056585004083,13.565757680358992,10,71.5295
CPU 3354 MHz,stencil1d,ondemand,17.386906475651422,0.7268007787151198,16.397513635394144,10,86.09299999999999
CPU 3354 MHz,stencil1d,powersave,-14.108691377347583,303.2913692407528,-78.43322465644901,10,86.09299999999999
CPU 3354 MHz,stencil1d,performance,19.898526052491803,0.07475665152496536,19.893963862396767,10,86.09299999999999
CPU 3354 MHz,stencil3d,ondemand,-9.430802942438998,5.142260506395191,-9.484513396049953,10,44.304500000000004
CPU 3354 MHz,stencil3d,powersave,-8.458552909832683,171.40605684510183,-66.75193926390493,10,44.304500000000004
CPU 3354 MHz,stencil3d,performance,20.935384076445285,2.4536674497520394,20.028057435220358,10,44.304500000000004
CPU 3354 MHz,streamcluster,ondemand,-54.27040967748895,15.791409109216058,-60.21016855101616,10,15.074
CPU 3354 MHz,streamcluster,powersave,-54.521035565184974,13.563135867757037,-60.22750919053895,10,15.074
CPU 3354 MHz,streamcluster,performance,22.570195030120654,3.7097028385312036,19.3625580911424,10,15.074
CPU 3354 MHz,triad,ondemand,4.666250078304723,5.564636970440007,-1.4514382699792328,10,51.242
CPU 3354 MHz,triad,powersave,-27.92206796026714,115.76079553194387,-66.76323413220963,10,51.242
CPU 3354 MHz,triad,performance,12.387533351843704,1.661898923852334,10.467328007491282,10,51.242
"CPU powersave, 858 MHz",babelstream,ondemand,21.337719556541867,0.7321895443600956,21.23354514107263,10,94.863
"CPU powersave, 858 MHz",babelstream,powersave,-32.57865897816219,25.978517591306005,-66.31823209212553,10,94.863
"CPU powersave, 858 MHz",babelstream,performance,19.88412724239952,-0.18077454571900908,19.4942638415996,10,94.863
"CPU powersave, 858 MHz",backprop,ondemand,-51.465447049954925,1.885432929026054,-52.18106585572562,10,0.9504999999999999
"CPU powersave, 858 MHz",backprop,powersave,-48.93840598157394,2.5099075297225992,-50.38137494391546,10,0.9504999999999999
"CPU powersave, 858 MHz",backprop,performance,55.17427129252263,0.17012929826667467,54.170197916147366,10,0.9504999999999999
"CPU powersave, 858 MHz",bfs,ondemand,-36.15202312476138,1.4794271191097774,-36.3106532935755,10,0.6125
"CPU powersave, 858 MHz",bfs,powersave,-34.39760257988544,0.740142876768779,-34.54188126863649,10,0.6125
"CPU powersave, 858 MHz",bfs,performance,111.34023930537103,-0.30824975958235745,111.09379235565196,10,0.6125
"CPU powersave, 858 MHz",bh,ondemand,-1.0981729127645723,0.7057254339863039,-1.2032220412986017,10,92.648
"CPU powersave, 858 MHz",bh,powersave,84.88479912682465,852.6745899028507,-83.9056443362105,10,92.648
"CPU powersave, 858 MHz",bh,performance,1.820495021720303,0.5852842809364489,1.7637650042509057,10,92.648
"CPU powersave, 858 MHz",cfd,ondemand,-13.14569113754529,3.9720132503637595,-15.830796099098976,10,38.962999999999994
"CPU powersave, 858 MHz",cfd,powersave,-33.472761968685795,208.80777684901392,-78.3116702471292,10,38.962999999999994
"CPU powersave, 858 MHz",cfd,performance,10.967504438873332,0.42413547568187493,11.082948240421597,10,38.962999999999994
"CPU powersave, 858 MHz",fft,ondemand,-2.015536405249929,1.9095725021559762,-2.080501980741978,10,80.94749999999999
"CPU powersave, 858 MHz",fft,powersave,73.01939183496525,896.9022490520581,-83.77237370962611,10,80.94749999999999
"CPU powersave, 858 MHz",fft,performance,2.758157831207475,0.3901277154942262,2.9494260185640497,10,80.94749999999999
"CPU powersave, 858 MHz",gaussian,ondemand,-23.632963674116937,2.011006435966789,-24.097472924187713,10,6.2405
"CPU powersave, 858 MHz",gaussian,powersave,-34.619299336121024,18.878462829959908,-42.84880016988745,10,6.2405
"CPU powersave, 858 MHz",gaussian,performance,70.71213245604655,-0.8081335696296876,90.5500106179656,10,6.2405
"CPU powersave, 858 MHz",gemmEx,ondemand,0.22807961487005812,0.6008208125869663,0.1452744531572403,10,91.96600000000001
"CPU powersave, 858 MHz",gemmEx,powersave,nan,-100.0,-82.357408171688,0,91.96600000000001
"CPU powersave, 858 MHz",gemmEx,performance,2.4876967270013983,0.12740971499076714,2.550557160544775,10,91.96600000000001
"CPU powersave, 858 MHz",heartwall,ondemand,-12.423086550784646,7.406616862326554,-18.64099360976312,10,69.695
"CPU powersave, 858 MHz",heartwall,powersave,22.570189654275307,741.974386339381,-85.611156488733,10,69.695
"CPU powersave, 858 MHz",heartwall,performance,4.635577699449289,0.22411953041621135,3.7092201989141538,10,69.695
"CPU powersave, 858 MHz",hotspot,ondemand,-3.2310920370169693,3.3722438391699194,-6.398272451337206,10,56.89
"CPU powersave, 858 MHz",hotspot,powersave,-24.940766339004796,548.4904164865254,-88.62747466815662,10,56.89
"CPU powersave, 858 MHz",hotspot,performance,3.3464473968149555,1.0808473843493482,2.0416484196855933,10,56.89
"CPU powersave, 858 MHz",hybridsort,ondemand,-45.452741543710694,3.495289674131752,-45.56088947745959,10,0.9185
"CPU powersave, 858 MHz",hybridsort,powersave,-45.53276677373993,2.550315395468572,-45.522264525740766,10,0.9185
"CPU powersave, 858 MHz",hybridsort,performance,72.13027575336368,0.40436559692411667,71.75964244330409,10,0.9185
"CPU powersave, 858 MHz",ising,ondemand,4.778644214109717,0.2692916342569074,5.330133296498385,10,88.598
"CPU powersave, 858 MHz",ising,powersave,-13.690952015346946,361.3748893597618,-85.59033773050625,10,88.598
"CPU powersave, 858 MHz",ising,performance,9.638419854951552,-0.5181986428130947,10.03004351129222,10,88.598
"CPU powersave, 858 MHz",kmeans,ondemand,-25.018613411992842,25.76667720518495,-41.00582599065916,10,58.1495
"CPU powersave, 858 MHz",kmeans,powersave,-15.417628598606337,554.872308286788,-87.92752018232302,10,58.1495
"CPU powersave, 858 MHz",kmeans,performance,11.163626096762979,0.778093933326307,8.621021715056099,10,58.1495
"CPU powersave, 858 MHz",lavaMD,ondemand,-3.7141137611802155,-0.20331382004076248,-3.627993266224616,10,9.84
"CPU powersave, 858 MHz",lavaMD,powersave,28.138319774717992,104.78638104189271,-57.61157109973545,10,9.84
"CPU powersave, 858 MHz",lavaMD,performance,59.761941644626695,-0.31584760109215626,59.439310131583476,10,9.84
"CPU powersave, 858 MHz",leukocyte,ondemand,-24.251225125062646,45.084241823587725,-47.79425412997297,10,38.033500000000004
"CPU powersave, 858 MHz",leukocyte,powersave,25.541920470042246,418.6917740336968,-76.70097139439437,10,38.033500000000004
"CPU powersave, 858 MHz",leukocyte,performance,6.222689289732575,-0.16352824578790282,6.092354651762344,10,38.033500000000004
"CPU powersave, 858 MHz",lud,ondemand,18.848238147139984,0.9639490573606135,14.76088462219931,10,79.22
"CPU powersave, 858 MHz",lud,powersave,-47.67347253974591,88.08037505014039,-72.9523379991302,10,79.22
"CPU powersave, 858 MHz",lud,performance,19.779924770947787,0.25571600481346657,19.870173799590884,10,79.22
"CPU powersave, 858 MHz",lulesh,ondemand,-23.512235404094127,17.584245254840212,-36.58930990778375,10,56.407
"CPU powersave, 858 MHz",lulesh,powersave,35.372921064648644,321.25139164200186,-74.62960534941655,10,56.407
"CPU powersave, 858 MHz",lulesh,performance,15.211237371587005,-0.022402041980063014,15.206940256107693,10,56.407
"CPU powersave, 858 MHz",memcpy,ondemand,-12.494381758274308,31.53800798258346,-36.54997066301584,10,42.821
"CPU powersave, 858 MHz",memcpy,powersave,-13.558253095145666,87.11031990807933,-59.366321142186585,10,42.821
"CPU powersave, 858 MHz",memcpy,performance,27.28802046708656,-0.21959663763908566,34.30080187756699,10,42.821
"CPU powersave, 858 MHz",mixbench,ondemand,-3.588894158119871,0.32644270718511503,-3.5055973424439335,10,94.527
"CPU powersave, 858 MHz",mixbench,powersave,nan,-100.0,-84.87974828838804,0,94.527
"CPU powersave, 858 MHz",mixbench,performance,2.405491717668884,0.6797356803291965,2.65755607470326,10,94.527
"CPU powersave, 858 MHz",myocyte,ondemand,-13.677383151392785,43.677229813524,-42.439701839412756,10,72.924
"CPU powersave, 858 MHz",myocyte,powersave,nan,-100.0,-71.76543944675906,0,72.924
"CPU powersave, 858 MHz",myocyte,performance,1.3838410577497795,0.10283424768502414,1.5361505540912201,10,72.924
"CPU powersave, 858 MHz",nbody,ondemand,-1.3883026244428498,0.7469576602281647,-1.4834060544210548,10,94.0325
"CPU powersave, 858 MHz",nbody,powersave,-6.4739809427657775,965.0640808299995,-92.2044382426142,10,94.0325
"CPU powersave, 858 MHz",nbody,performance,0.16986271637160488,0.08450219340569998,-0.10569723729288993,10,94.0325
"CPU powersave, 858 MHz",nn,ondemand,-36.08646371674883,12.741959389358225,-43.53683074054081,10,44.49
"CPU powersave, 858 MHz",nn,powersave,-32.046238772192396,139.91551800800357,-72.85419836089709,10,44.49
"CPU powersave, 858 MHz",nn,performance,1.7019741495399865,0.0014821402104514547,1.5654905039995892,10,44.49
"CPU powersave, 858 MHz",nw,ondemand,-41.520280584846525,0.013466154503927186,-41.864336246358725,10,5.3165
"CPU powersave, 858 MHz",nw,powersave,-44.748329586910764,8.531145532098261,-51.79174180422621,10,5.3165
"CPU powersave, 858 MHz",nw,performance,51.0238722824738,-0.39590494241535934,51.04267813381418,10,5.3165
"CPU powersave, 858 MHz",particlefilter,ondemand,16.282549050772953,-0.30096607813632215,15.84117174838311,10,92.25200000000001
"CPU powersave, 858 MHz",particlefilter,powersave,36.686535422749714,917.212502728223,-89.90472728374304,10,92.25200000000001
"CPU powersave, 858 MHz",particlefilter,performance,17.373153757542916,-0.985606469621958,16.89765377682859,10,92.25200000000001
"CPU powersave, 858 MHz",pathfinder,ondemand,-3.3714800531836286,3.0238903349168123,-3.5374102705687416,10,11.926
"CPU powersave, 858 MHz",pathfinder,powersave,-3.994057543321594,133.0919914473292,-58.886664826062955,10,11.926
"CPU powersave, 858 MHz",pathfinder,performance,65.30923760135498,0.15761529935918173,64.60519050248482,10,11.926
"CPU powersave, 858 MHz",srad,ondemand,10.056316175095613,3.342722930502484,9.948933721724739,10,72.9305
"CPU powersave, 858 MHz",srad,powersave,-39.130762367129854,135.91935745129723,-72.8971122379257,10,72.9305
"CPU powersave, 858 MHz",srad,performance,22.167344181452876,0.44485356574230916,22.00884669327865,10,72.9305
"CPU powersave, 858 MHz",stencil1d,ondemand,16.952192024082933,0.4513275272754136,17.08468484931547,10,88.1985
"CPU powersave, 858 MHz",stencil1d,powersave,-15.983623605320751,309.2895162911777,-78.94071603697444,10,88.1985
"CPU powersave, 858 MHz",stencil1d,performance,21.719781513638203,0.33809881586048807,21.66537225699363,10,88.1985
"CPU powersave, 858 MHz",stencil3d,ondemand,-4.0717025513099525,3.2360432369750614,-3.4228056972433474,10,43.2355
"CPU powersave, 858 MHz",stencil3d,powersave,-2.0321821155483533,181.1397332891576,-67.36349193076343,10,43.2355
"CPU powersave, 858 MHz",stencil3d,performance,29.000777190916182,0.30439824401555793,27.962204197675412,10,43.2355
"CPU powersave, 858 MHz",streamcluster,ondemand,-46.10758886957108,21.846254927726715,-55.85112634671889,10,15.989
"CPU powersave, 858 MHz",streamcluster,powersave,-50.13477058553577,16.843163020793096,-57.22233104799216,10,15.989
"CPU powersave, 858 MHz",streamcluster,performance,35.6626932287059,0.6898817345597941,36.01567091087172,10,15.989
"CPU powersave, 858 MHz",triad,ondemand,-16.800067519926078,10.370675453047795,-24.653624473509193,10,62.035
"CPU powersave, 858 MHz",triad,powersave,-25.886597646113586,138.36902800658976,-69.05619596541787,10,62.035
"CPU powersave, 858 MHz",triad,performance,11.83941437201046,0.5024711696869799,11.369430281534033,10,62.035
