cpu_mode,benchmark,size,governor,n_runs,n_valid_edp,n_censored,n_zero_gpu_time,status,median_gpu_edp,median_gpu_time_sec,median_power_draw_w,median_launch_latency_sec,median_cpu_time_sec,median_memcpy_time_sec,gpu_edp_change_vs_default_pct,latency_change_vs_default_pct,latency_constraint_pass,valid_edp_comparison
cpu_performance,heartwall-cuda,large,gpu_ondemand,10,10,0,0,valid,4.542211760660001,0.3625,34.625,0.5015,0.1338,0.005849999999999999,-3.8198928317835446,6.724835071291757,False,True
cpu_performance,heartwall-cuda,large,gpu_performance,10,10,0,0,valid,4.720373203019999,0.33625,41.7495,0.4662,0.1243,0.0059,-0.04737241170105211,-0.7874015748031482,True,True
cpu_performance,heartwall-cuda,large,gpu_powersave,10,10,0,0,valid,85.80469947506,3.80645,5.9225,3.8704,0.13665,0.0053,1716.8913353015334,723.6646094913813,False,True
cpu_performance,hotspot-cuda,large,gpu_default,10,10,0,0,valid,43.03099735626,0.8507,59.4465,1.3947,0.55355,0.0006,0.0,0.0,True,True
cpu_performance,hotspot-cuda,large,gpu_ondemand,10,10,0,0,valid,47.05265617762,0.8725,61.927,1.4279,0.5597000000000001,0.0006,9.345957724530729,2.3804402380440237,True,True
cpu_performance,hotspot-cuda,large,gpu_performance,10,10,0,0,valid,48.666528258795,0.8468,67.818,1.3947,0.5577000000000001,0.0006,13.096445001907808,0.0,True,True
cpu_performance,hotspot-cuda,large,gpu_powersave,10,10,0,0,valid,549.92837462988,8.4221,7.7524999999999995,8.57075,0.5826,0.0008,1177.9819395700765,514.5228364522836,False,True
cpu_performance,hybridsort-cuda,large,gpu_default,10,10,0,0,valid,0.05915099491999999,0.08045,9.1005,9.9995,10.20335,0.08995,0.0,0.0,True,True
cpu_performance,hybridsort-cuda,large,gpu_ondemand,10,10,0,0,valid,0.45233748918000005,0.2985,5.0715,9.9995,10.290849999999999,0.09534999999999999,664.7166202221508,0.0,True,True
cpu_performance,hybridsort-cuda,large,gpu_performance,10,10,0,0,valid,0.09811683292500001,0.0801,15.2965,9.9994,10.20815,0.08975,65.87520304214694,-0.0010000500024975878,True,True
cpu_performance,hybridsort-cuda,large,gpu_powersave,10,10,0,0,valid,0.43129999698,0.2984,4.8469999999999995,9.9994,10.288599999999999,0.0925,629.1508749148188,-0.0010000500024975878,True,True
cpu_performance,ising-cuda,large,gpu_default,10,10,0,0,valid,4379.662400702459,8.668099999999999,58.309,9.2303,0.6279,0.0264,0.0,0.0,True,True
cpu_performance,ising-cuda,large,gpu_ondemand,10,10,0,0,valid,4772.124422122675,8.7833,61.7405,9.23035,0.63795,0.02685,8.961010815748448,0.0005416942027824945,True,True
cpu_performance,ising-cuda,large,gpu_performance,10,10,0,0,valid,4633.952037005705,8.656,61.6165,9.2302,0.6264000000000001,0.0273,5.806146982070137,-0.0010833884055760912,True,True
cpu_performance,ising-cuda,large,gpu_powersave,10,10,0,0,valid,15013.157799513243,42.333299999999994,8.378499999999999,40.000150000000005,0.6409499999999999,0.02935,242.79258138949854,333.3569873135218,False,True
cpu_performance,kmeans-cuda,large,gpu_default,10,10,0,0,valid,185.63488363487997,1.7285499999999998,62.1605,2.7901,1.0924,0.02615,0.0,0.0,True,True
cpu_performance,kmeans-cuda,large,gpu_ondemand,10,10,0,0,valid,226.65937499974999,2.4743,37.174499999999995,3.5289,1.091,0.0283,22.099559393998348,26.479337658148474,False,True
cpu_performance,kmeans-cuda,large,gpu_performance,10,10,0,0,valid,197.21845104868004,1.7206000000000001,66.6445,2.7901,1.1031,0.02665,6.239973429015344,0.0,True,True
cpu_performance,kmeans-cuda,large,gpu_powersave,10,10,0,0,valid,2289.6863627813195,17.51775,7.454000000000001,17.142650000000003,1.06875,0.04065,1133.4353963799385,514.4098777821586,False,True
cpu_performance,lavaMD-cuda,large,gpu_default,10,10,0,0,valid,189.86992037672997,3.64095,14.332999999999998,29.9997,30.8906,0.9074,0.0,0.0,True,True
cpu_performance,lavaMD-cuda,large,gpu_ondemand,10,10,0,0,valid,186.57535584906003,3.6435000000000004,14.05,29.999850000000002,31.1372,1.1576499999999998,-1.7351692785950723,0.0005000050000480982,True,True
cpu_performance,lavaMD-cuda,large,gpu_performance,10,10,0,0,valid,307.43911707750004,3.6428000000000003,23.1585,29.999850000000002,31.25995,0.91775,61.92091747207531,0.0005000050000480982,True,True
cpu_performance,lavaMD-cuda,large,gpu_powersave,10,10,0,0,valid,10284.5164580275,40.662549999999996,6.22,60.0005,30.84885,1.4288,5316.611771691641,100.00366670333372,False,True
cpu_performance,leukocyte-cuda,large,gpu_default,10,10,0,0,valid,3.76170918498,0.39395,24.253,1.00725,0.6086,0.0064,0.0,0.0,True,True
cpu_performance,leukocyte-cuda,large,gpu_ondemand,10,10,0,0,valid,8.933915348469998,0.8303,12.968499999999999,1.4626,0.6266,0.0075,137.49617286051574,45.2072474559444,False,True
cpu_performance,leukocyte-cuda,large,gpu_performance,10,10,0,0,valid,3.88576920563,0.39105,25.438499999999998,1.0072,0.6091500000000001,0.0064,3.297969474763085,-0.004964010920815998,True,True
cpu_performance,leukocyte-cuda,large,gpu_powersave,10,10,0,0,valid,118.67847530664001,4.5992,5.606,5.2168,0.6293500000000001,0.01075,3054.9083002085126,417.9250434350956,False,True
cpu_performance,lud-cuda,large,gpu_default,10,10,0,0,valid,340.46489236423497,3.3179499999999997,30.9285,3.9994,0.6033999999999999,0.08965000000000001,0.0,0.0,True,True
cpu_performance,lud-cuda,large,gpu_ondemand,10,10,0,0,valid,397.86363977224005,3.35,35.4495,3.99945,0.5959,0.0895,16.858932799038474,0.0012501875281234476,True,True
cpu_performance,lud-cuda,large,gpu_performance,10,10,0,0,valid,407.68183081353004,3.31095,37.197,3.8703,0.597,0.08815,19.74269299325737,-3.227984197629652,True,True
cpu_performance,lud-cuda,large,gpu_powersave,10,10,0,0,valid,396.92302657004,6.7696,8.6615,7.4993,0.61255,0.1281,16.582659613962548,87.51062659398909,False,True
cpu_performance,lulesh-cuda,large,gpu_default,10,10,0,0,valid,289.939955616205,3.5439,23.0845,7.0583,2.03815,1.7342,0.0,0.0,True,True
cpu_performance,lulesh-cuda,large,gpu_ondemand,10,10,0,0,valid,334.35748906325,4.65655,15.425,7.9996,2.0391500000000002,1.78815,15.319562753137994,13.336072425371558,False,True
cpu_performance,lulesh-cuda,large,gpu_performance,10,10,0,0,valid,322.41328850982006,3.53435,25.814,7.0582,2.0131,1.7139,11.200019957442553,-0.0014167717439006466,True,True
cpu_performance,lulesh-cuda,large,gpu_powersave,10,10,0,0,valid,4029.3852158180853,26.40085,5.781,30.0003,2.0220000000000002,2.6092000000000004,1289.730921098644,325.03577348653357,False,True
cpu_performance,memcpy-cuda,large,gpu_default,10,0,0,10,instrumentation_limited,,0.0,12.7635,13.3327,13.58435,0.0,,0.0,True,False
cpu_performance,memcpy-cuda,large,gpu_ondemand,10,0,0,10,instrumentation_limited,,0.0,8.5585,17.1426,17.4657,0.0,,28.575607341348718,False,False
cpu_performance,memcpy-cuda,large,gpu_performance,10,0,0,10,instrumentation_limited,,0.0,16.5905,13.33295,13.61025,0.0,,0.0018750890667273978,True,False
cpu_performance,memcpy-cuda,large,gpu_powersave,10,0,0,10,instrumentation_limited,,0.0,5.176,23.9996,24.7705,0.0,,80.00555026363752,False,False
cpu_performance,mixbench-cuda,large,gpu_default,10,10,0,0,valid,11399.788901046442,17.53805,37.054,17.14235,0.158,0.0179,0.0,0.0,True,True
cpu_performance,mixbench-cuda,large,gpu_ondemand,10,10,0,0,valid,11424.087857564075,17.609299999999998,36.878,17.14255,0.16849999999999998,0.0186,0.2131526884274315,0.0011667011815763573,True,True
cpu_performance,mixbench-cuda,large,gpu_performance,10,10,0,0,valid,11465.344692432476,17.523600000000002,37.3345,17.1424,0.15255000000000002,0.018349999999999998,0.5750614503047258,0.0002916752953829871,True,True
cpu_performance,mixbench-cuda,large,gpu_powersave,10,0,10,0,censored_failure,,,5.5295000000000005,120.0016,,,,600.0300425554256,False,False
cpu_performance,myocyte-cuda,large,gpu_default,10,10,0,0,valid,9401.282316689125,23.0289,17.7305,30.0,3.03695,4.915,0.0,0.0,True,True
cpu_performance,myocyte-cuda,large,gpu_ondemand,10,10,0,0,valid,13107.463012814002,35.765299999999996,10.2025,39.999849999999995,3.33535,5.29565,39.42207638574662,33.332833333333326,False,True
cpu_performance,myocyte-cuda,large,gpu_performance,10,10,0,0,valid,9252.643372124436,23.0139,17.474,29.99995,3.0241,4.89955,-1.5810496861776602,-0.00016666666666775853,True,True
cpu_performance,myocyte-cuda,large,gpu_powersave,10,0,10,0,censored_failure,,,5.0295000000000005,120.00184999999999,,,,300.0061666666666,False,False
cpu_performance,nbody-cuda,large,gpu_default,10,10,0,0,valid,8582.11420844718,9.46725,95.68199999999999,9.2302,0.1261,0.0011,0.0,0.0,True,True
cpu_performance,nbody-cuda,large,gpu_ondemand,10,10,0,0,valid,8574.651515990055,9.51925,94.62299999999999,9.2303,0.1335,0.0011,-0.08695634054576296,0.0010834001429982365,True,True
cpu_performance,nbody-cuda,large,gpu_performance,10,10,0,0,valid,8598.404169663623,9.44885,96.346,9.2304,0.1215,0.0011,0.18981291580120185,0.0021668002860186775,True,True
cpu_performance,nbody-cuda,large,gpu_powersave,10,10,0,0,valid,78349.53250813365,101.981,7.53,60.000600000000006,0.1292,0.0016,812.9397559288595,550.0465862061494,False,True
cpu_performance,nn-cuda,large,gpu_default,10,10,0,0,valid,76.50562986231,1.93595,20.423,3.3327,1.44045,0.0001,0.0,0.0,True,True
cpu_performance,nn-cuda,large,gpu_ondemand,10,10,0,0,valid,75.95451299972001,2.54435,11.7355,3.7494,1.2667,0.0001,-0.7203611859439074,12.503375641371871,False,True
cpu_performance,nn-cuda,large,gpu_performance,10,10,0,0,valid,77.75376625458,1.9366500000000002,20.732,3.3327,1.4336,0.0001,1.631430777730114,0.0,True,True
cpu_performance,nn-cuda,large,gpu_powersave,10,10,0,0,valid,255.57534457118,6.82685,5.486000000000001,7.9994,1.2521499999999999,0.0001,234.06083321076943,140.02760524499655,False,True
cpu_performance,nw-cuda,large,gpu_default,10,10,0,0,valid,1.482226705825,0.37075,10.788,13.3329,11.4946,2.8558000000000003,0.0,0.0,True,True
cpu_performance,nw-cuda,large,gpu_ondemand,10,10,0,0,valid,0.9253753131150001,0.3699,6.692,14.16635,11.5613,3.0759499999999997,-37.56857102369231,6.251078160040202,False,True
cpu_performance,nw-cuda,large,gpu_performance,10,10,0,0,valid,2.1270935782000002,0.36985,15.525,13.33285,11.51125,2.8743,43.506628901013535,-0.00037501218789204316,True,True
cpu_performance,nw-cuda,large,gpu_powersave,10,10,0,0,valid,13.077949470220002,1.5958,5.1365,14.9995,11.6313,3.25665,782.3177600852144,12.499906246953007,False,True
cpu_performance,particlefilter-cuda,large,gpu_default,10,10,0,0,valid,1217.357709608325,4.21545,68.503,4.28515,0.1417,0.0037,0.0,0.0,True,True
cpu_performance,particlefilter-cuda,large,gpu_ondemand,10,10,0,0,valid,1345.4906948509602,4.1956,76.493,4.28515,0.14750000000000002,0.0036,10.525499960390515,0.0,True,True
cpu_performance,particlefilter-cuda,large,gpu_performance,10,10,0,0,valid,1346.8772066851202,4.1732,77.33000000000001,4.2851,0.13945000000000002,0.00365,10.6393951469258,-0.0011668202980041897,True,True
cpu_performance,particlefilter-cuda,large,gpu_powersave,10,10,0,0,valid,13301.37846810843,44.123850000000004,6.832,39.9999,0.14305,0.0042,992.6433835448449,833.4539047641272,False,True
cpu_performance,pathfinder-cuda,large,gpu_default,10,10,0,0,valid,62.698235522785,2.0822000000000003,14.386,14.9996,13.7661,0.1519,0.0,0.0,True,True
cpu_performance,pathfinder-cuda,large,gpu_ondemand,10,10,0,0,valid,85.49073304973001,2.4474,14.221499999999999,14.9997,13.7519,0.23909999999999998,36.35269371920691,0.000666684444938781,True,True
cpu_performance,pathfinder-cuda,large,gpu_performance,10,10,0,0,valid,98.982831988925,2.08025,22.8755,14.9995,13.689599999999999,0.1514,57.87179840643828,-0.0006666844449165765,True,True
cpu_performance,pathfinder-cuda,large,gpu_powersave,10,10,0,0,valid,3180.7175636931447,23.2439,5.8870000000000005,29.9998,13.6335,0.23945,4973.057538496834,100.00400010666954,False,True
cpu_performance,srad-cuda,large,gpu_default,10,10,0,0,valid,2489.931668057355,9.53955,27.3395,11.9995,3.0970500000000003,0.02635,0.0,0.0,True,True
cpu_performance,srad-cuda,large,gpu_ondemand,10,10,0,0,valid,3041.6153183134643,9.9528,30.6815,11.99955,3.1113999999999997,0.0321,22.156577922740063,0.0004166840285035889,True,True
cpu_performance,srad-cuda,large,gpu_performance,10,10,0,0,valid,3076.1684378601653,9.571349999999999,33.6,11.99955,3.1033,0.02665,23.54429148893842,0.0004166840285035889,True,True
cpu_performance,srad-cuda,large,gpu_powersave,10,10,0,0,valid,5484.6959468929,26.7107,7.6605,24.0002,3.1236,0.0384,120.27495843578953,100.01000041668404,False,True
cpu_performance,stencil1d-cuda,large,gpu_default,10,10,0,0,valid,2495.2805967870554,8.70815,32.839,9.23025,0.58365,0.1795,0.0,0.0,True,True
cpu_performance,stencil1d-cuda,large,gpu_ondemand,10,10,0,0,valid,2890.9714327266,8.720500000000001,38.040000000000006,9.2303,0.59825,0.1799,15.85756874192985,0.000541697137124153,True,True
cpu_performance,stencil1d-cuda,large,gpu_performance,10,10,0,0,valid,2920.23082910242,8.661449999999999,38.926,9.2302,0.5852999999999999,0.17965,17.030158165880582,-0.000541697137124153,True,True
cpu_performance,stencil1d-cuda,large,gpu_powersave,10,10,0,0,valid,9889.776665877576,37.890950000000004,6.8885000000000005,30.0,0.61105,0.19069999999999998,296.3392605469596,225.01828227837817,False,True
cpu_performance,stencil3d-cuda,large,gpu_default,10,10,0,0,valid,314.60376657192,4.15315,18.258000000000003,9.2303,4.77215,0.7000500000000001,0.0,0.0,True,True
cpu_performance,stencil3d-cuda,large,gpu_ondemand,10,10,0,0,valid,306.77377570689,4.22185,17.305500000000002,9.99955,4.85635,0.9266000000000001,-2.488842060077512,8.333965309903245,False,True
cpu_performance,stencil3d-cuda,large,gpu_performance,10,10,0,0,valid,379.89093308537497,4.1381,22.1875,9.2301,4.7330000000000005,0.7080500000000001,20.752188451160826,-0.0021667768111521823,True,True
cpu_performance,stencil3d-cuda,large,gpu_powersave,10,10,0,0,valid,2662.3946575415803,21.392449999999997,5.818,23.99995,4.8213,0.94705,746.2691615400425,160.01267564434522,False,True
cpu_performance,streamcluster-cuda,large,gpu_default,10,10,0,0,valid,3.29111350826,0.4808,14.215499999999999,5.21675,4.39685,0.4505,0.0,0.0,True,True
cpu_performance,streamcluster-cuda,large,gpu_ondemand,10,10,0,0,valid,2.46416168783,0.6574,5.699,5.9996,4.917949999999999,0.6786,-25.12680946295306,15.006469545214918,False,True
cpu_performance,streamcluster-cuda,large,gpu_performance,10,10,0,0,valid,4.109314251975,0.48505,17.432000000000002,5.2162500000000005,4.35165,0.4525,24.860909283787656,-0.009584511429527875,True,True
cpu_performance,streamcluster-cuda,large,gpu_powersave,10,10,0,0,valid,2.4216515722449996,0.6583,5.596,5.9995,4.69205,0.6756,-26.41847307401688,15.004552642929037,False,True
cpu_performance,triad-cuda,large,gpu_default,10,10,0,0,valid,0.08580070016,0.0688,18.102,0.6054,0.53885,0.0,0.0,0.0,True,True
cpu_performance,triad-cuda,large,gpu_ondemand,10,10,0,0,valid,0.069372092115,0.06925,14.4475,0.66975,0.60195,0.0,-19.14740557403861,10.62933597621405,False,True
cpu_performance,triad-cuda,large,gpu_performance,10,10,0,0,valid,0.09213974060999999,0.0688,19.490000000000002,0.6085,0.5402,0.0,7.388098742992799,0.5120581433762705,True,True
cpu_performance,triad-cuda,large,gpu_powersave,10,10,0,0,valid,0.1009886747,0.13455,5.582,1.4365,1.3106,0.0,17.701457577476255,137.28113643871822,False,True
cpu_powersave,babelstream-cuda,large,gpu_default,10,10,0,0,valid,62326.638843153836,51.9925,23.055500000000002,52.2474,0.2493,0.0056,0.0,0.0,True,True
cpu_powersave,babelstream-cuda,large,gpu_ondemand,10,10,0,0,valid,76765.61211709311,52.3679,27.951,52.629949999999994,0.25995,0.0056,23.166616300736553,0.7321895443600956,True,True
cpu_powersave,babelstream-cuda,large,gpu_performance,10,10,0,0,valid,74194.66414676799,51.89205,27.549999999999997,52.152950000000004,0.25229999999999997,0.0056,19.041657827049296,-0.18077454571900908,True,True
cpu_powersave,babelstream-cuda,large,gpu_powersave,10,10,0,0,valid,33369.4683487773,65.5358,7.765499999999999,65.82050000000001,0.27559999999999996,0.0081,-46.460343493330036,25.978517591306005,False,True
cpu_powersave,backprop-cuda,large,gpu_default,10,10,0,0,valid,1.0029500000000001e-07,0.0001,10.0295,2.4981,2.4495,0.04925,0.0,0.0,True,True
cpu_powersave,backprop-cuda,large,gpu_ondemand,10,10,0,0,valid,4.796e-08,0.0001,4.796,2.5452,2.47065,0.0743,-52.18106585572562,1.885432929026054,True,True
cpu_powersave,backprop-cuda,large,gpu_performance,10,10,0,0,valid,1.5462500000000002e-07,0.0001,15.4625,2.50235,2.45255,0.0498,54.170197916147366,0.17012929826667467,True,True
cpu_powersave,backprop-cuda,large,gpu_powersave,10,10,0,0,valid,4.9764999999999996e-08,0.0001,4.9765,2.5608,2.4866,0.0741,-50.38137494391546,2.5099075297225992,True,True
cpu_powersave,bfs-cuda,large,gpu_default,10,10,0,0,valid,0.004016028775,0.0233,7.378,5.8232,5.78365,0.01625,0.0,0.0,True,True
cpu_powersave,bfs-cuda,large,gpu_ondemand,10,10,0,0,valid,0.015930236300000004,0.0582,4.699,5.90935,5.8255,0.0257,296.66638842745846,1.4794271191097774,True,True
cpu_powersave,bfs-cuda,large,gpu_performance,10,10,0,0,valid,0.0085391982,0.0234,15.5745,5.80525,5.765700000000001,0.016300000000000002,112.62791375293371,-0.30824975958235745,True,True
cpu_powersave,bfs-cuda,large,gpu_powersave,10,10,0,0,valid,0.016386816155000004,0.0582,4.8295,5.8663,5.78245,0.0257,308.0353272618173,0.740142876768779,True,True
cpu_powersave,bh-cuda,large,gpu_default,10,10,0,0,valid,832.9275512489751,4.89785,34.6985,5.0232,0.12505,0.0005,0.0,0.0,True,True
cpu_powersave,bh-cuda,large,gpu_ondemand,10,10,0,0,valid,829.6346843077401,4.919449999999999,34.281000000000006,5.05865,0.14315,0.0005,-0.3953365375292561,0.7057254339863039,True,True
cpu_powersave,bh-cuda,large,gpu_performance,10,10,0,0,valid,853.8239131826801,4.917999999999999,35.310500000000005,5.0526,0.13265,0.0005,2.508785056079721,0.5852842809364489,True,True
cpu_powersave,bh-cuda,large,gpu_powersave,10,10,0,0,valid,12713.147615353455,47.717349999999996,5.5845,47.854749999999996,0.13505,0.0007,1426.3209382724929,852.6745899028507,False,True
cpu_powersave,cfd-cuda,large,gpu_default,10,10,0,0,valid,12.179171161840001,0.6151,32.3515,1.61505,0.9923,0.0092,0.0,0.0,True,True
cpu_powersave,cfd-cuda,large,gpu_ondemand,10,10,0,0,valid,12.482676896759997,0.67795,27.229999999999997,1.6792,0.9943,0.0093,2.4920064829283772,3.9720132503637595,True,True
cpu_powersave,cfd-cuda,large,gpu_performance,10,10,0,0,valid,13.633860107220002,0.6150500000000001,35.937,1.6219000000000001,0.9964500000000001,0.0092,11.944071776722032,0.42413547568187493,True,True
cpu_powersave,cfd-cuda,large,gpu_powersave,10,10,0,0,valid,103.89675778763501,3.84865,7.0165,4.9874,1.1292,0.0096,753.069198281458,208.80777684901392,False,True
cpu_powersave,fft-cuda,large,gpu_default,10,10,0,0,valid,326.95423738481,3.0742000000000003,34.583,3.65265,0.55795,0.021900000000000003,0.0,0.0,True,True
cpu_powersave,fft-cuda,large,gpu_ondemand,10,10,0,0,valid,330.724227924005,3.1254999999999997,33.8635,3.7224,0.57195,0.0227,1.1530636731763355,1.9095725021559762,True,True
cpu_powersave,fft-cuda,large,gpu_performance,10,10,0,0,valid,338.185487595925,3.0813,35.603,3.6669,0.5632,0.0221,3.4351138253933433,0.3901277154942262,True,True
cpu_powersave,fft-cuda,large,gpu_powersave,10,10,0,0,valid,7198.0495578481405,35.8137,5.612,36.41335,0.5681,0.032,2101.546496360703,896.9022490520581,False,True
cpu_powersave,gaussian-cuda,large,gpu_default,10,10,0,0,valid,6.7803051416799995,0.8478,9.418,13.40125,12.5369,0.01085,0.0,0.0,True,True
cpu_powersave,gaussian-cuda,large,gpu_ondemand,10,10,0,0,valid,11.466850539555,1.25315,7.1485,13.67075,12.4259,0.01405,69.11997764032469,2.011006435966789,True,True
cpu_powersave,gaussian-cuda,large,gpu_performance,10,10,0,0,valid,12.876687307775,0.8483499999999999,17.945999999999998,13.292950000000001,12.43455,0.011,89.91309445085625,-0.8081335696296876,True,True
cpu_powersave,gaussian-cuda,large,gpu_powersave,10,10,0,0,valid,64.16623823694,3.4518,5.3825,15.9312,12.463550000000001,0.0162,846.3621016478489,18.878462829959908,False,True
cpu_powersave,gemmEx-cuda,large,gpu_default,10,0,0,10,instrumentation_limited,,0.0,30.2875,28.56925,28.56925,0.0,,0.0,True,False
cpu_powersave,gemmEx-cuda,large,gpu_ondemand,10,0,0,10,instrumentation_limited,,0.0,30.3315,28.7409,28.7409,0.0,,0.6008208125869663,True,False
cpu_powersave,gemmEx-cuda,large,gpu_performance,10,0,0,10,instrumentation_limited,,0.0,31.060000000000002,28.60565,28.60565,0.0,,0.12740971499076714,True,False
cpu_powersave,gemmEx-cuda,large,gpu_powersave,10,0,10,0,censored_failure,,,5.343500000000001,0.0,,,,-100.0,True,False
