experiment_ts,cpu_governor,governor,benchmark,size,run,avg_cpu_time_sec,avg_gpu_memcpy_sec,avg_gpu_time_sec,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_gpu_time_sec,max_launch_time_sec,mem_clock_mhz_est,min_gpu_time_sec,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260717_083528,cpu_powersave,gpu_ondemand,srad-cuda,large,10,3.1264,0.0322,9.8773,13.0359,256,1493453223.14,1513009152,1182846976,0.0,0,0,6474594422.479,6498709504,6284111872,573076166.876,574357504,567631872,0.0,0,0,536959347.107,537887600,531349184,9,6.999,7.8,1.1,121,3511.81,4668,2351,121,858.0,858.0,858.0,121,0.029,0.2,0.0,121,0.008,1,0,121,2.504,6,2,121,1.887,2.7,0.8,121,62.578,66.5,51.3,121,5.118,5.7,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.119,120,58.64,63.0,49.0,1201,NVLink-C2C,5,16,0.1115,1.2,1.21,1.19,121,1.115,1.39,0.82,121,1.162,1.22,1.12,121,10.1189,13.228,N/A,9.7776,12.8978,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,39.42,30.67,39.42,4.89,1201,73.401,96.0,0.0,1201,2207.594,2515.0,208.0,1201,115.666,118.15,115.43,121,110.316,112.78,110.06,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,6.024,6.26,3.54,121,4.947,5.1,2.9,121,16.0,16.0,16.0,121,0.0,0,0,121,10,1959.743,2203.0,598.0,1201,49192.2,230232,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_083808,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,1,30.8687,1.1826,3.6621,35.7135,256,9328480423.869,18685411328,1178767360,0.0,0,0,6462751525.77,6499053568,6454722560,588746449.836,608194560,572329984,0.0,0,0,537550080.262,538056240,537438624,3,6.022,6.5,3.5,121,3361.512,3974,2461,121,858.0,858.0,858.0,121,0.013,0.1,0.0,121,0.0,0,0,121,2.314,5,2,121,1.801,6.2,0.7,121,56.066,62.3,51.4,121,4.24,5.2,0.3,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.027,120,50.609,68.0,47.0,1204,NVLink-C2C,5,16,0.6054,1.224,1.24,1.21,121,1.379,1.46,1.28,121,1.253,1.28,1.21,121,3.6646,36.4052,N/A,3.6606,35.2796,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,101.43,14.212,101.43,4.89,1204,10.925,96.0,0.0,1204,536.851,2535.0,208.0,1204,108.177,118.1,84.83,122,102.804,112.72,79.46,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.513,36.86,3.59,122,11.104,30.3,3.0,122,16.0,16.0,16.0,122,0.0,0,0,122,4,814.905,2203.0,591.0,1204,162985.8,1228820,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_084040,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,2,30.7744,1.1879,3.662,35.6243,256,9315342806.033,18685427712,1197293568,0.0,0,0,6463082093.115,6499377152,6455070720,588739567.213,607752192,572616704,0.0,0,0,537534848.525,537878312,537419104,3,5.97,6.5,1.1,122,3350.475,3872,2294,122,858.0,858.0,858.0,122,0.01,0.2,0.0,122,0.0,0,0,122,2.254,4,2,122,1.78,6.3,0.7,122,53.178,61.2,47.0,122,4.212,5.3,0.2,122,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.972,120,48.667,66.0,45.0,1203,NVLink-C2C,5,16,1.0171,1.19,1.2,1.18,122,1.068,1.22,0.78,122,1.161,1.19,1.13,122,3.6657,36.7787,N/A,3.6559,34.8603,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,102.29,14.112,102.29,4.62,1203,11.022,96.0,0.0,1203,540.126,2535.0,208.0,1203,108.246,117.65,85.07,122,102.872,112.28,79.7,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.444,36.62,4.04,122,11.048,30.1,3.3,122,16.0,16.0,16.0,122,0.0,0,0,122,4,818.619,2229.0,598.0,1203,163242.7,1341028,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_084313,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,3,30.7355,1.1775,3.6604,35.5734,256,9333570636.165,18685329408,1180741632,0.0,0,0,6463011306.843,6499598336,6455296000,588704505.653,608014336,572080128,0.0,0,0,537548694.612,537911768,537445488,3,5.965,6.5,1.0,121,3345.14,3978,2297,121,858.0,858.0,858.0,121,0.01,0.1,0.0,121,0.0,0,0,121,2.413,4,2,121,1.726,6.1,0.6,121,53.06,61.0,47.2,121,4.25,5.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.974,120,48.321,66.0,45.0,1202,NVLink-C2C,5,16,0.1827,1.148,1.15,1.14,121,0.963,1.13,0.72,121,1.071,1.09,1.05,121,3.6638,35.6953,N/A,3.6568,35.3633,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,102.04,14.036,102.04,4.61,1202,10.933,96.0,0.0,1202,533.779,2535.0,208.0,1202,108.189,117.49,84.91,121,102.816,112.11,79.54,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,13.501,36.78,4.2,121,11.094,30.2,3.5,121,16.0,16.0,16.0,121,0.0,0,0,121,4,813.804,2229.0,591.0,1202,163422.6,1127984,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_084545,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,4,30.6881,1.1828,3.6594,35.5303,256,9250959494.295,18685530112,1197334528,0.0,0,0,6463271986.361,6499942400,6455599104,588760114.361,607854592,572669952,0.0,0,0,537597252.262,538034736,537486672,3,5.951,6.5,1.1,122,3350.967,3967,2319,122,858.0,858.0,858.0,122,0.009,0.1,0.0,122,0.008,1,0,122,2.279,4,2,122,1.709,6.2,0.7,122,52.81,60.2,46.8,122,4.266,5.3,0.2,122,0.0,0.0,0.0,1206,N/A,LPDDR5X (unified),121.02,120,48.096,66.0,45.0,1206,NVLink-C2C,5,16,0.9852,1.113,1.12,1.11,122,0.982,1.17,0.68,122,1.026,1.06,0.98,122,3.6618,36.1897,N/A,3.6578,34.3978,1,1.0,1.0,5.0,5.0,5.0,1206,1.0,1206,2,1.0,1.0,16.0,16.0,16.0,1206,1.0,1206,102.67,14.0,102.67,4.61,1206,10.847,96.0,0.0,1206,530.023,2535.0,201.0,1206,108.306,117.95,85.01,122,102.932,112.57,79.64,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.384,36.68,3.74,122,10.997,30.1,3.1,122,16.0,16.0,16.0,122,0.0,0,0,122,4,811.516,2229.0,591.0,1206,162907.8,1042099,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_084818,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,5,31.0415,1.1635,3.6585,35.8634,256,9305387377.311,18685558784,1178931200,0.0,0,0,6463584256.0,6500241408,6455934976,588690515.934,607817728,572026880,0.0,0,0,537611473.18,538010320,537490784,3,5.966,6.5,1.0,122,3358.623,3935,2296,122,858.0,858.0,858.0,122,0.009,0.2,0.0,122,0.008,1,0,122,2.393,4,2,122,1.77,6.2,0.6,122,52.702,60.7,46.6,122,4.205,5.3,0.2,122,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.116,120,47.843,65.0,44.0,1204,NVLink-C2C,5,16,0.8582,1.081,1.09,1.08,122,0.935,1.16,0.68,122,0.985,1.03,0.95,122,3.6616,36.4306,N/A,3.6549,34.8761,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,102.27,14.096,102.27,4.67,1204,11.032,96.0,0.0,1204,543.287,2535.0,208.0,1204,108.23,117.91,84.93,122,102.856,112.54,79.55,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.46,36.76,3.78,122,11.061,30.2,3.1,122,16.0,16.0,16.0,122,0.0,0,0,122,4,820.766,2229.0,591.0,1204,162715.7,1029484,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_085051,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,6,30.9298,1.065,3.6592,35.654,256,9288008452.197,18685509632,1178435584,0.0,0,0,6463517813.508,6500548608,6456229888,588849319.869,607854592,571719680,0.0,0,0,537629911.475,537866360,537411384,3,5.995,6.7,1.0,122,3366.434,4001,2295,122,858.0,858.0,858.0,122,0.014,0.2,0.0,122,0.008,1,0,122,2.484,5,2,122,1.777,6.2,0.7,122,53.201,61.2,46.6,122,4.23,5.3,0.2,122,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),121.038,120,47.749,65.0,44.0,1205,NVLink-C2C,5,16,1.178,1.087,1.1,1.08,122,1.126,1.28,0.94,122,1.04,1.09,0.99,122,3.6609,36.4846,N/A,3.6558,34.3059,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,102.63,14.015,102.63,4.57,1205,10.617,96.0,0.0,1205,541.988,2535.0,208.0,1205,108.192,117.75,84.88,122,102.818,112.37,79.51,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.498,36.81,3.94,122,11.091,30.2,3.2,122,16.0,16.0,16.0,122,0.0,0,0,122,4,819.602,2229.0,591.0,1205,162981.4,1147394,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_085324,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,7,31.1976,1.1197,3.6598,35.9772,256,9305738122.492,18686717952,1180221440,0.0,0,0,6463860836.721,6500888576,6456557568,588712506.754,608043008,572342272,0.0,0,0,537644845.115,538108304,537543768,3,5.981,6.5,1.0,121,3376.76,3921,2298,121,858.0,858.0,858.0,121,0.013,0.2,0.0,121,0.025,2,0,121,2.182,4,2,121,1.716,6.3,0.7,121,52.612,60.1,46.3,121,4.277,5.3,0.2,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.177,120,47.604,65.0,44.0,1204,NVLink-C2C,5,16,0.3506,1.069,1.08,1.06,121,0.995,1.25,0.78,121,1.014,1.06,0.98,121,3.6608,36.3635,N/A,3.6592,35.6791,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,102.13,14.059,102.13,4.63,1204,10.731,96.0,0.0,1204,540.763,2535.0,201.0,1204,108.173,117.65,84.78,122,102.799,112.27,79.41,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.517,36.91,4.04,122,11.104,30.3,3.3,122,16.0,16.0,16.0,122,0.0,0,0,122,4,819.1,2229.0,591.0,1204,162400.7,1259981,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_085556,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,8,31.4784,1.1861,3.6591,36.3235,256,9402137879.273,18686398464,1181163520,0.0,0,0,6464983547.769,6501228544,6456897536,589053241.124,608104448,572243968,0.0,0,0,537715792.397,538055648,537594960,3,5.99,6.7,1.1,121,3365.289,3991,2341,121,858.0,858.0,858.0,121,0.011,0.2,0.0,121,0.0,0,0,121,2.289,5,2,121,1.807,6.3,0.7,121,52.484,60.1,46.4,121,4.2,5.4,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.925,120,47.507,65.0,44.0,1202,NVLink-C2C,5,16,0.5537,1.06,1.06,1.05,121,1.016,1.12,0.78,121,1.012,1.03,0.97,121,3.6607,36.9615,N/A,3.6576,35.9677,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,102.31,13.928,102.31,4.62,1202,11.251,96.0,0.0,1202,529.045,2535.0,208.0,1202,108.355,118.1,85.13,121,102.98,112.72,79.76,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,13.335,36.56,3.59,121,10.96,30.0,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,4,810.719,2229.0,591.0,1202,162322.9,1047743,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_085830,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,9,31.4403,1.1708,3.6589,36.27,256,9305704951.607,18685554688,1178509312,0.0,0,0,6465213624.656,6501560320,6457225216,588994694.295,607973376,572387328,0.0,0,0,537768558.492,538174496,537655664,3,5.981,6.6,1.1,121,3371.364,3899,2311,121,858.0,858.0,858.0,121,0.012,0.1,0.0,121,0.0,0,0,121,2.273,4,2,121,1.777,6.3,0.6,121,52.085,60.3,46.2,121,4.222,5.3,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.567,120,47.483,65.0,44.0,1203,NVLink-C2C,5,16,0.3654,1.045,1.05,1.03,121,1.013,1.12,0.67,121,0.996,1.02,0.93,121,3.6604,36.635,N/A,3.657,35.9042,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,102.62,13.998,102.62,4.68,1203,10.693,96.0,0.0,1203,540.239,2535.0,208.0,1203,108.298,117.99,84.98,122,102.923,112.61,79.61,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.392,36.71,3.7,122,11.008,30.2,3.0,122,16.0,16.0,16.0,122,0.0,0,0,122,4,818.584,2229.0,591.0,1203,161793.5,1012012,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_090102,cpu_powersave,gpu_ondemand,lavaMD-cuda,large,10,31.0727,1.1225,3.6572,35.8525,256,9269380884.984,18683121664,1185091584,0.0,0,0,6464508139.016,6501908480,6457561088,588647373.639,607817728,572395520,0.0,0,0,537837771.607,538169664,537692784,3,5.967,6.5,1.1,122,3357.566,3942,2344,122,858.0,858.0,858.0,122,0.014,0.2,0.0,122,0.0,0,0,122,2.221,4,2,122,1.752,6.1,0.6,122,52.175,60.9,46.2,122,4.231,5.3,0.2,122,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),120.973,120,47.481,65.0,44.0,1204,NVLink-C2C,5,16,1.02,1.01,1.02,1.01,122,0.909,1.09,0.64,122,0.952,0.99,0.91,122,3.6597,37.0287,N/A,3.6546,35.2103,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,102.48,14.006,102.48,4.69,1204,10.946,96.0,0.0,1204,540.339,2535.0,208.0,1204,108.212,117.55,84.84,122,102.835,112.18,79.46,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,13.478,36.85,4.14,122,11.081,30.3,3.4,122,16.0,16.0,16.0,122,0.0,0,0,122,4,818.282,2229.0,591.0,1204,162431.6,1043527,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243,0.0,0,243
20260717_090350,cpu_powersave,gpu_ondemand,myocyte-cuda,large,1,3.3238,5.3215,35.9556,44.601,256,1293057472.529,1363054592,1195769856,0.0,0,0,6502049910.479,6502567936,6458015744,573516199.14,574431232,572612608,0.0,0,0,538098347.174,538387040,537901480,2,6.335,6.6,4.0,121,3672.421,4131,2701,121,858.0,858.0,858.0,121,0.023,0.2,0.0,121,0.0,0,0,121,2.273,5,2,121,1.147,1.8,0.9,121,51.472,51.9,49.2,121,5.195,5.4,2.5,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.273,120,46.519,48.0,46.0,1203,NVLink-C2C,5,16,0.7495,1.036,1.04,1.02,121,1.211,1.28,1.14,121,1.065,1.09,1.02,121,36.4363,45.1309,N/A,35.4749,44.071,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,15.71,10.242,15.71,5.55,1203,78.529,93.0,0.0,1203,1737.183,2535.0,214.0,1203,117.654,117.88,117.28,121,112.278,112.51,111.9,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.036,4.41,3.81,121,3.316,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,3,1574.281,2229.0,591.0,1203,68078.3,115694,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_090622,cpu_powersave,gpu_ondemand,myocyte-cuda,large,2,3.3466,5.3113,35.96,44.6178,256,1294433085.355,1373048832,1178734592,0.0,0,0,6502516211.306,6503108608,6458560512,573570361.124,574103552,572170240,0.0,0,0,538190203.636,538390872,537881296,2,6.294,6.6,1.0,121,3669.917,4064,2329,121,858.0,858.0,858.0,121,0.024,0.2,0.0,121,0.0,0,0,121,2.24,4,2,121,1.14,1.8,0.8,121,50.41,51.2,45.6,121,5.161,5.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.27,120,45.503,47.0,43.0,1202,NVLink-C2C,5,16,0.0902,1.023,1.03,1.01,121,1.032,1.22,0.75,121,1.036,1.07,0.99,121,35.9811,44.6816,N/A,35.9388,44.5541,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,16.08,10.144,16.08,4.62,1202,78.525,93.0,0.0,1202,1708.78,2535.0,214.0,1202,117.795,118.07,117.67,121,112.419,112.69,112.29,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.895,4.02,3.62,121,3.194,3.3,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,3,1557.087,2229.0,598.0,1202,67629.3,106675,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_090854,cpu_powersave,gpu_ondemand,myocyte-cuda,large,3,3.3777,5.3122,35.7178,44.4077,256,1294004122.446,1367646208,1178935296,0.0,0,0,6503119982.017,6503636992,6459092992,573588843.901,574377984,572059648,0.0,0,0,538271100.628,538486312,537863320,2,6.275,6.7,1.1,121,3672.917,4076,2309,121,858.0,858.0,858.0,121,0.021,0.2,0.0,121,0.0,0,0,121,2.339,4,2,121,1.126,1.8,0.8,121,50.418,51.8,45.2,121,5.155,5.4,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.672,120,45.229,47.0,43.0,1203,NVLink-C2C,5,16,0.0291,1.047,1.09,1.01,121,1.314,1.6,0.84,121,1.118,1.22,1.0,121,35.7215,44.4283,N/A,35.7142,44.3872,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,15.99,10.179,15.99,4.56,1203,78.51,93.0,0.0,1203,1689.205,2535.0,208.0,1203,117.777,118.18,117.64,121,112.4,112.8,112.26,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.913,4.05,3.51,121,3.214,3.3,2.9,121,16.0,16.0,16.0,121,0.0,0,0,121,3,1539.131,2229.0,591.0,1203,67695.4,115661,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260717_091127,cpu_powersave,gpu_ondemand,myocyte-cuda,large,4,3.3083,5.2833,35.9104,44.5021,256,1294772951.802,1366917120,1181687808,0.0,0,0,6503753711.074,6504271872,6459723776,573624252.298,574570496,572207104,0.0,0,0,538275136.529,538564856,537912320,2,6.293,6.7,1.0,121,3662.231,4120,2320,121,858.0,858.0,858.0,121,0.023,0.2,0.0,121,0.0,0,0,121,2.289,4,2,121,1.139,1.9,0.8,121,49.688,50.4,44.9,121,5.156,5.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.87,120,45.071,46.0,43.0,1202,NVLink-C2C,5,16,0.0625,1.071,1.08,1.06,121,1.131,1.23,1.01,121,1.138,1.16,1.12,121,35.9205,44.5463,N/A,35.9004,44.4579,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,15.89,10.171,15.89,4.59,1202,78.938,93.0,1.0,1202,1740.013,2541.0,214.0,1202,117.808,118.15,117.71,121,112.43,112.77,112.33,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.882,3.98,3.54,121,3.185,3.3,2.9,121,16.0,16.0,16.0,121,0.0,0,0,121,3,1578.745,2229.0,598.0,1202,67583.9,115815,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260717_091359,cpu_powersave,gpu_ondemand,myocyte-cuda,large,5,3.3335,5.2745,35.8445,44.4525,256,1294920306.248,1369100288,1180233728,0.0,0,0,6504297158.876,6504812544,6460276736,573680072.992,574201856,572346368,0.0,0,0,538371418.843,538620624,538095360,2,6.288,6.6,1.0,121,3669.421,4060,2322,121,858.0,858.0,858.0,121,0.023,0.2,0.0,121,0.0,0,0,121,2.438,4,2,121,1.139,1.7,0.8,121,49.465,50.3,44.8,121,5.16,5.3,0.2,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.871,120,44.939,46.0,43.0,1202,NVLink-C2C,5,16,0.5523,1.059,1.07,1.05,121,1.022,1.19,0.89,121,1.084,1.11,1.07,121,36.261,44.843,N/A,35.428,44.062,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,15.79,10.112,15.79,4.59,1202,78.56,93.0,0.0,1202,1663.394,2535.0,208.0,1202,117.809,118.09,117.64,121,112.431,112.71,112.27,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,3.881,4.05,3.6,121,3.19,3.3,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,3,1520.529,2229.0,591.0,1202,67750.4,115680,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
