cpu_mode,benchmark,governor,edp_delta,energy_delta,latency_delta,power_delta,valid_runs,sm_active_default,sm_clock_default,dram_active_default
CPU 3354 MHz,lulesh,ondemand,7.939987476978394,3.0568708164210756,4.517797282257363,-1.9607843137254943,10,57.003,2439.8445,0.0
CPU 3354 MHz,lulesh,performance,19.000468284950188,13.986367512059195,4.351187262997258,9.114938793196847,10,57.003,2439.8445,0.0
CPU 3354 MHz,lulesh,powersave,349.5659785065544,7.872202034719322,316.3117873256427,-74.13281334633301,10,57.003,2439.8445,0.0
CPU 3354 MHz,memcpy,ondemand,18.67334002605483,-4.30295297651806,24.330088613119294,-21.610707280489216,10,41.7735,2400.4939999999997,0.0
CPU 3354 MHz,memcpy,performance,47.13971228552192,38.63398024157716,6.380903588167208,30.006538210068847,10,41.7735,2400.4939999999997,0.0
CPU 3354 MHz,memcpy,powersave,50.05887237378997,-21.3664513173639,91.25898939299064,-58.81312257220876,10,41.7735,2400.4939999999997,0.0
CPU 3354 MHz,mixbench,ondemand,1.0925664468134588,0.4277213794581236,0.7525867522139906,-0.3727141095082209,10,93.968,2493.51,0.0
CPU 3354 MHz,mixbench,performance,1.1240477103934277,0.9890649832578591,0.0875429242725323,0.7628572960798108,10,93.968,2493.51,0.0
CPU 3354 MHz,mixbench,powersave,-100.0,-100.0,-100.0,-84.40365742478683,10,93.968,2493.51,0.0
CPU 3354 MHz,myocyte,ondemand,-0.1586012633295497,-1.040281420066591,0.8133143930593612,-1.8608503589177205,10,73.6685,2517.5135,0.0
CPU 3354 MHz,myocyte,performance,-4.918674202704343,-4.625863642610273,-0.35513013694082884,-4.2821645499724,10,73.6685,2517.5135,0.0
CPU 3354 MHz,myocyte,powersave,-100.0,-100.0,-100.0,-70.80342352291551,10,73.6685,2517.5135,0.0
CPU 3354 MHz,nbody,ondemand,-3.2995145982103846,-0.827835536315269,-2.497408211568164,1.7892552455614608,10,93.1745,2333.6684999999998,0.0
CPU 3354 MHz,nbody,performance,-4.018031114116438,0.10562031611087708,-3.998689435283509,4.42759972331106,10,93.1745,2333.6684999999998,0.0
CPU 3354 MHz,nbody,powersave,795.5678057160659,-10.439611996028653,899.8493828609434,-91.04219506571363,10,93.1745,2333.6684999999998,0.0
CPU 3354 MHz,nn,ondemand,5.2241233493037775,1.2001825301164448,4.103829631660716,-2.8450766837074926,10,74.345,2478.6679999999997,0.0
CPU 3354 MHz,nn,performance,5.247387432581951,3.5318733706303895,1.7685769125308504,1.8115136697043788,10,74.345,2478.6679999999997,0.0
CPU 3354 MHz,nn,powersave,356.8284664714118,0.8592108989394998,353.5417237912439,-77.74690672001185,10,74.345,2478.6679999999997,0.0
CPU 3354 MHz,nw,ondemand,-36.161351116692096,-40.065289775203524,6.02254529469024,-44.51799405086094,10,5.409000000000001,1949.012,0.0
CPU 3354 MHz,nw,performance,43.80053898350711,38.2353592669741,4.184242018260931,32.70769617495495,10,5.409000000000001,1949.012,0.0
CPU 3354 MHz,nw,powersave,-40.431419153419,-47.84139655576989,14.101450337202515,-54.67761531693829,10,5.409000000000001,1949.012,0.0
CPU 3354 MHz,particlefilter,ondemand,1.356688137743589,0.5720209983125502,0.6601658820892142,-0.14190040448246455,10,89.025,2417.1475,0.0
CPU 3354 MHz,particlefilter,performance,-1.7155867508191536,-1.1210014202679086,-0.7016364043936352,-0.45023539553080694,10,89.025,2417.1475,0.0
CPU 3354 MHz,particlefilter,powersave,826.6519693614732,-6.956131369892271,895.7307778524994,-90.65579205622969,10,89.025,2417.1475,0.0
CPU 3354 MHz,pathfinder,ondemand,-1.0724577545479952,-3.735862065659201,2.6028074737401985,-6.092347854462399,10,12.1025,819.4285,0.0
CPU 3354 MHz,pathfinder,performance,50.888319720725676,51.23269734368665,-0.20466626645806452,51.80290422581171,10,12.1025,819.4285,0.0
CPU 3354 MHz,pathfinder,powersave,116.7177659059234,-6.4859961287399015,131.75810811231136,-59.67041931799641,10,12.1025,819.4285,0.0
CPU 3354 MHz,srad,ondemand,14.147637918784127,11.394450555174519,2.71161694675488,8.425957887469803,10,71.5295,2411.7415,0.0
CPU 3354 MHz,srad,performance,12.011377018985826,12.789711334543853,-0.5840056585004083,13.565757680358992,10,71.5295,2411.7415,0.0
CPU 3354 MHz,srad,powersave,37.957458640875544,-39.112835705804336,126.6948078719727,-73.14635830169141,10,71.5295,2411.7415,0.0
CPU 3354 MHz,stencil1d,ondemand,18.97573735119633,17.674808823063202,0.7268007787151198,16.397513635394144,10,86.09299999999999,2398.217,0.0
CPU 3354 MHz,stencil1d,performance,19.75734670865956,19.733737869391366,0.07475665152496536,19.893963862396767,10,86.09299999999999,2398.217,0.0
CPU 3354 MHz,stencil1d,powersave,251.4059949939211,-12.95867623259287,303.2913692407528,-78.43322465644901,10,86.09299999999999,2398.217,0.0
CPU 3354 MHz,stencil3d,ondemand,0.06823170825931424,-4.573863425684888,5.142260506395191,-9.484513396049953,10,44.304500000000004,2397.3405000000002,0.0
CPU 3354 MHz,stencil3d,performance,25.734518899801472,22.76237960011107,2.4536674497520394,20.028057435220358,10,44.304500000000004,2397.3405000000002,0.0
CPU 3354 MHz,stencil3d,powersave,144.9426218898144,-9.687912269979904,171.40605684510183,-66.75193926390493,10,44.304500000000004,2397.3405000000002,0.0
CPU 3354 MHz,streamcluster,ondemand,-46.17711805959519,-53.51250723180304,15.791409109216058,-60.21016855101616,10,15.074,2420.9314999999997,0.0
CPU 3354 MHz,streamcluster,performance,29.16797196555685,24.458520649058315,3.7097028385312036,19.3625580911424,10,15.074,2420.9314999999997,0.0
CPU 3354 MHz,streamcluster,powersave,-48.36843760842326,-54.53010941610973,13.563135867757037,-60.22750919053895,10,15.074,2420.9314999999997,0.0
CPU 3354 MHz,triad,ondemand,10.141556820872388,4.411837411060016,5.564636970440007,-1.4514382699792328,10,51.242,2463.197,0.0
CPU 3354 MHz,triad,performance,14.233960838705627,12.308093475982052,1.661898923852334,10.467328007491282,10,51.242,2463.197,0.0
CPU 3354 MHz,triad,powersave,55.07132900757068,-28.19343406648318,115.76079553194387,-66.76323413220963,10,51.242,2463.197,0.0
"CPU powersave, 858 MHz",babelstream,ondemand,23.25726730964408,22.265911991096623,0.7321895443600956,21.23354514107263,10,94.863,2407.5344999999998,0.0
"CPU powersave, 858 MHz",babelstream,performance,19.049058756036818,19.29554865879708,-0.18077454571900908,19.4942638415996,10,94.863,2407.5344999999998,0.0
"CPU powersave, 858 MHz",babelstream,powersave,-46.531678651139096,-57.539297436621716,25.978517591306005,-66.31823209212553,10,94.863,2407.5344999999998,0.0
"CPU powersave, 858 MHz",backprop,ondemand,-50.44312041683172,-51.39728263057637,1.885432929026054,-52.18106585572562,10,0.9504999999999999,1932.983,0.0
"CPU powersave, 858 MHz",backprop,performance,55.208530628178565,54.2512871864873,0.17012929826667467,54.170197916147366,10,0.9504999999999999,1932.983,0.0
"CPU powersave, 858 MHz",backprop,powersave,-47.56252927725934,-49.11505269703805,2.5099075297225992,-50.38137494391546,10,0.9504999999999999,1932.983,0.0
"CPU powersave, 858 MHz",bfs,ondemand,-34.30347840385542,-35.35617319357321,1.4794271191097774,-36.3106532935755,10,0.6125,1065.904,0.0
"CPU powersave, 858 MHz",bfs,performance,110.1026954017819,110.67139549196416,-0.30824975958235745,111.09379235565196,10,0.6125,1065.904,0.0
"CPU powersave, 858 MHz",bfs,powersave,-33.63371649533984,-34.12261690954877,0.740142876768779,-34.54188126863649,10,0.6125,1065.904,0.0
"CPU powersave, 858 MHz",bh,ondemand,0.3745496101310364,-0.4058813590515853,0.7057254339863039,-1.2032220412986017,10,92.648,2495.5665,0.0
"CPU powersave, 858 MHz",bh,performance,2.827547493979554,2.2889054339799264,0.5852842809364489,1.7637650042509057,10,92.648,2495.5665,0.0
"CPU powersave, 858 MHz",bh,powersave,1358.6395818365559,53.228960214007316,852.6745899028507,-83.9056443362105,10,92.648,2495.5665,0.0
"CPU powersave, 858 MHz",cfd,ondemand,-9.59337250518697,-13.108684879719966,3.9720132503637595,-15.830796099098976,10,38.962999999999994,2433.3845,0.0
"CPU powersave, 858 MHz",cfd,performance,11.703172246311233,11.080294542897406,0.42413547568187493,11.082948240421597,10,38.962999999999994,2433.3845,0.0
"CPU powersave, 858 MHz",cfd,powersave,106.83163565209743,-33.256500587876616,208.80777684901392,-78.3116702471292,10,38.962999999999994,2433.3845,0.0
"CPU powersave, 858 MHz",fft,ondemand,1.4622368725650814,-0.3383088290311531,1.9095725021559762,-2.080501980741978,10,80.94749999999999,2472.7965,0.0
"CPU powersave, 858 MHz",fft,performance,3.7161399423856656,3.3740737346041216,0.3901277154942262,2.9494260185640497,10,80.94749999999999,2472.7965,0.0
"CPU powersave, 858 MHz",fft,powersave,1512.1318015726445,61.78932198041982,896.9022490520581,-83.77237370962611,10,80.94749999999999,2472.7965,0.0
"CPU powersave, 858 MHz",gaussian,ondemand,-20.61842611702309,-22.149340297177943,2.011006435966789,-24.097472924187713,10,6.2405,1134.7179999999998,0.0
"CPU powersave, 858 MHz",gaussian,performance,88.09161565294215,89.94032509674035,-0.8081335696296876,90.5500106179656,10,6.2405,1134.7179999999998,0.0
"CPU powersave, 858 MHz",gaussian,powersave,-19.485223374620563,-32.08282931463945,18.878462829959908,-42.84880016988745,10,6.2405,1134.7179999999998,0.0
"CPU powersave, 858 MHz",gemmEx,ondemand,1.3517828316404579,0.6235944092349843,0.6008208125869663,0.1452744531572403,10,91.96600000000001,2489.592,0.0
"CPU powersave, 858 MHz",gemmEx,performance,2.571601762705944,2.547436986023688,0.12740971499076714,2.550557160544775,10,91.96600000000001,2489.592,0.0
"CPU powersave, 858 MHz",gemmEx,powersave,-100.0,-100.0,-100.0,-82.357408171688,10,91.96600000000001,2489.592,0.0
"CPU powersave, 858 MHz",heartwall,ondemand,-5.510542162526965,-12.512984850776121,7.406616862326554,-18.64099360976312,10,69.695,2460.675,0.0
"CPU powersave, 858 MHz",heartwall,performance,5.027172803848723,4.55868212926982,0.22411953041621135,3.7092201989141538,10,69.695,2460.675,0.0
"CPU powersave, 858 MHz",heartwall,powersave,925.5000526893506,21.454709360678525,741.974386339381,-85.611156488733,10,69.695,2460.675,0.0
"CPU powersave, 858 MHz",hotspot,ondemand,-0.10248323695483119,-3.270410983976224,3.3722438391699194,-6.398272451337206,10,56.89,2409.4685,0.0
"CPU powersave, 858 MHz",hotspot,performance,4.267605478549563,3.1813087341775903,1.0808473843493482,2.0416484196855933,10,56.89,2409.4685,0.0
"CPU powersave, 858 MHz",hotspot,powersave,378.5826261173181,-26.22884039599642,548.4904164865254,-88.62747466815662,10,56.89,2409.4685,0.0
"CPU powersave, 858 MHz",hybridsort,ondemand,-41.995053167706075,-43.80250436611948,3.495289674131752,-45.56088947745959,10,0.9185,1614.8274999999999,0.0
"CPU powersave, 858 MHz",hybridsort,performance,73.04916755867153,72.50228779359786,0.40436559692411667,71.75964244330409,10,0.9185,1614.8274999999999,0.0
"CPU powersave, 858 MHz",hybridsort,powersave,-42.7220757505814,-44.10456606068938,2.550315395468572,-45.522264525740766,10,0.9185,1614.8274999999999,0.0
"CPU powersave, 858 MHz",ising,ondemand,5.725963916193244,5.306920059656872,0.2692916342569074,5.330133296498385,10,88.598,2423.5254999999997,0.0
"CPU powersave, 858 MHz",ising,performance,8.916652127212664,9.383198307526342,-0.5181986428130947,10.03004351129222,10,88.598,2423.5254999999997,0.0
"CPU powersave, 858 MHz",ising,powersave,206.71731804993624,-33.61795866197026,361.3748893597618,-85.59033773050625,10,88.598,2423.5254999999997,0.0
"CPU powersave, 858 MHz",kmeans,ondemand,-7.06555673412701,-25.73864387633884,25.76667720518495,-41.00582599065916,10,58.1495,2425.259,0.0
"CPU powersave, 858 MHz",kmeans,performance,9.970868250798048,9.370273458688882,0.778093933326307,8.621021715056099,10,58.1495,2425.259,0.0
"CPU powersave, 858 MHz",kmeans,powersave,416.0910562048127,-21.089519179778517,554.872308286788,-87.92752018232302,10,58.1495,2425.259,0.0
"CPU powersave, 858 MHz",lavaMD,ondemand,-3.523218131815975,-3.668280423845982,-0.20331382004076248,-3.627993266224616,10,9.84,686.2895,0.0
"CPU powersave, 858 MHz",lavaMD,performance,59.44827882735248,58.846384813081976,-0.31584760109215626,59.439310131583476,10,9.84,686.2895,0.0
"CPU powersave, 858 MHz",lavaMD,powersave,76.7681851178547,-13.856934185281444,104.78638104189271,-57.61157109973545,10,9.84,686.2895,0.0
"CPU powersave, 858 MHz",leukocyte,ondemand,10.139021095386047,-24.122446470276905,45.084241823587725,-47.79425412997297,10,38.033500000000004,2446.0895,0.0
"CPU powersave, 858 MHz",leukocyte,performance,5.755508634059381,6.086766855518833,-0.16352824578790282,6.092354651762344,10,38.033500000000004,2446.0895,0.0
"CPU powersave, 858 MHz",leukocyte,powersave,527.4425174696414,21.098125792535004,418.6917740336968,-76.70097139439437,10,38.033500000000004,2446.0895,0.0
"CPU powersave, 858 MHz",lud,ondemand,16.632092604759798,15.852560360592616,0.9639490573606135,14.76088462219931,10,79.22,2410.2304999999997,0.0
"CPU powersave, 858 MHz",lud,performance,20.228571763113457,20.06531138635548,0.25571600481346657,19.870173799590884,10,79.22,2410.2304999999997,0.0
"CPU powersave, 858 MHz",lud,powersave,-4.228783151014925,-49.06720886037201,88.08037505014039,-72.9523379991302,10,79.22,2410.2304999999997,0.0
"CPU powersave, 858 MHz",lulesh,ondemand,-12.914934986674009,-25.71400002060954,17.584245254840212,-36.58930990778375,10,56.407,2438.2545,0.0
"CPU powersave, 858 MHz",lulesh,performance,14.890550803621183,14.916410733528519,-0.022402041980063014,15.206940256107693,10,56.407,2438.2545,0.0
"CPU powersave, 858 MHz",lulesh,powersave,349.0769661745367,6.664150125545465,321.25139164200186,-74.62960534941655,10,56.407,2438.2545,0.0
"CPU powersave, 858 MHz",memcpy,ondemand,6.293334081751745,-18.377637807310208,31.53800798258346,-36.54997066301584,10,42.821,2398.26,0.0
"CPU powersave, 858 MHz",memcpy,performance,31.949383422467758,32.970118332813755,-0.21959663763908566,34.30080187756699,10,42.821,2398.26,0.0
"CPU powersave, 858 MHz",memcpy,powersave,40.530054860988415,-24.499827810017617,87.11031990807933,-59.366321142186585,10,42.821,2398.26,0.0
"CPU powersave, 858 MHz",mixbench,ondemand,-2.7589453547226306,-3.1328942143806104,0.32644270718511503,-3.5055973424439335,10,94.527,2496.1805,0.0
"CPU powersave, 858 MHz",mixbench,performance,4.022619046189679,3.337845686914287,0.6797356803291965,2.65755607470326,10,94.527,2496.1805,0.0
"CPU powersave, 858 MHz",mixbench,powersave,-100.0,-100.0,-100.0,-84.87974828838804,10,94.527,2496.1805,0.0
"CPU powersave, 858 MHz",myocyte,ondemand,18.642315127128416,-17.31498565484546,43.677229813524,-42.439701839412756,10,72.924,2519.7615,0.0
"CPU powersave, 858 MHz",myocyte,performance,1.7466318725057217,1.7303561940289258,0.10283424768502414,1.5361505540912201,10,72.924,2519.7615,0.0
"CPU powersave, 858 MHz",myocyte,powersave,-100.0,-100.0,-100.0,-71.76543944675906,10,72.924,2519.7615,0.0
"CPU powersave, 858 MHz",nbody,ondemand,0.08631017999973789,-0.7368112780363312,0.7469576602281647,-1.4834060544210548,10,94.0325,2384.2574999999997,0.0
"CPU powersave, 858 MHz",nbody,performance,0.1331970277359762,-0.013492937323855703,0.08450219340569998,-0.10569723729288993,10,94.0325,2384.2574999999997,0.0
"CPU powersave, 858 MHz",nbody,powersave,784.937624285112,-16.957881162169297,965.0640808299995,-92.2044382426142,10,94.0325,2384.2574999999997,0.0
"CPU powersave, 858 MHz",nn,ondemand,-28.044186722445673,-36.28542553798801,12.741959389358225,-43.53683074054081,10,44.49,2495.3459999999995,0.0
"CPU powersave, 858 MHz",nn,performance,1.8354800944823335,1.7792357066356956,0.0014821402104514547,1.5654905039995892,10,44.49,2495.3459999999995,0.0
"CPU powersave, 858 MHz",nn,powersave,56.17857935102215,-34.803878399273955,139.91551800800357,-72.85419836089709,10,44.49,2495.3459999999995,0.0
"CPU powersave, 858 MHz",nw,ondemand,-41.68655023112415,-41.65129656829238,0.013466154503927186,-41.864336246358725,10,5.3165,1930.69,0.0
"CPU powersave, 858 MHz",nw,performance,47.637613042835355,49.01297772684994,-0.39590494241535934,51.04267813381418,10,5.3165,1930.69,0.0
"CPU powersave, 858 MHz",nw,powersave,-43.82285256210938,-47.95713238403455,8.531145532098261,-51.79174180422621,10,5.3165,1930.69,0.0
"CPU powersave, 858 MHz",particlefilter,ondemand,14.90650820661199,15.472372574557959,-0.30096607813632215,15.84117174838311,10,92.25200000000001,2393.5815000000002,0.0
"CPU powersave, 858 MHz",particlefilter,performance,14.348609715744743,15.683761967258114,-0.985606469621958,16.89765377682859,10,92.25200000000001,2393.5815000000002,0.0
"CPU powersave, 858 MHz",particlefilter,powersave,942.8284919055578,2.6822790861139367,917.212502728223,-89.90472728374304,10,92.25200000000001,2393.5815000000002,0.0
"CPU powersave, 858 MHz",pathfinder,ondemand,2.829490390652456,-0.2941259814878805,3.0238903349168123,-3.5374102705687416,10,11.926,778.674,0.0
"CPU powersave, 858 MHz",pathfinder,performance,65.83752731754294,65.26067847049607,0.15761529935918173,64.60519050248482,10,11.926,778.674,0.0
"CPU powersave, 858 MHz",pathfinder,powersave,123.95404248461266,-3.915589688244514,133.0919914473292,-58.886664826062955,10,11.926,778.674,0.0
"CPU powersave, 858 MHz",srad,ondemand,16.96176286257378,13.552324590530041,3.342722930502484,9.948933721724739,10,72.9305,2404.5035,0.0
"CPU powersave, 858 MHz",srad,performance,22.73954454852054,22.45967031183469,0.44485356574230916,22.00884669327865,10,72.9305,2404.5035,0.0
"CPU powersave, 858 MHz",srad,powersave,50.45314790817288,-36.148263337574484,135.91935745129723,-72.8971122379257,10,72.9305,2404.5035,0.0
"CPU powersave, 858 MHz",stencil1d,ondemand,18.314910558963724,17.65783644139678,0.4513275272754136,17.08468484931547,10,88.1985,2407.9845,0.0
"CPU powersave, 858 MHz",stencil1d,performance,22.29164458355921,21.941015895092853,0.33809881586048807,21.66537225699363,10,88.1985,2407.9845,0.0
"CPU powersave, 858 MHz",stencil1d,powersave,253.27687442430405,-13.802224001288344,309.2895162911777,-78.94071603697444,10,88.1985,2407.9845,0.0
"CPU powersave, 858 MHz",stencil3d,ondemand,3.5460124259154124,0.09634761912868939,3.2360432369750614,-3.4228056972433474,10,43.2355,2398.381,0.0
"CPU powersave, 858 MHz",stencil3d,performance,28.851982370416373,28.308888874328364,0.30439824401555793,27.962204197675412,10,43.2355,2398.381,0.0
"CPU powersave, 858 MHz",stencil3d,powersave,159.02199253584038,-7.9337190966141335,181.1397332891576,-67.36349193076343,10,43.2355,2398.381,0.0
"CPU powersave, 858 MHz",streamcluster,ondemand,-35.61038240693043,-47.136337349668345,21.846254927726715,-55.85112634671889,10,15.989,2392.2,0.0
"CPU powersave, 858 MHz",streamcluster,performance,37.42863683582105,36.03509915796488,0.6898817345597941,36.01567091087172,10,15.989,2392.2,0.0
"CPU powersave, 858 MHz",streamcluster,powersave,-42.16551387394254,-50.499089802179185,16.843163020793096,-57.22233104799216,10,15.989,2392.2,0.0
"CPU powersave, 858 MHz",triad,ondemand,-8.196207884328722,-16.88346039569485,10.370675453047795,-24.653624473509193,10,62.035,2475.63,0.0
"CPU powersave, 858 MHz",triad,performance,12.184065684699142,11.827180039108542,0.5024711696869799,11.369430281534033,10,62.035,2475.63,0.0
"CPU powersave, 858 MHz",triad,powersave,75.90239191427825,-26.277385785305498,138.36902800658976,-69.05619596541787,10,62.035,2475.63,0.0
