benchmark,bottleneck,governor,gpu_edp,gpu_energy,gpu_power_w,cpu_time_sec,gpu_time_sec,memcpy_time_sec,latency_sec,gpu_edp_delta_pct,gpu_energy_delta_pct,latency_delta_pct,gpu_power_delta_pct,valid_runs,completed_launches,sm_active_pct,sm_clock_mhz,video_clock_mhz,usable
bfs,CPU,powersave,0.016387611929096796,0.28133210055578683,4.829734159034139,5.78245,0.0582,0.0257,5.8663,308.0584807404348,63.31070784118262,0.740142876768779,-34.53569185901186,10,20.0,1.7675,212.839,597.9005,True
bfs,CPU,performance,0.008539184522398002,0.3647405591607688,15.574845961698585,5.765700000000001,0.0234,0.016300000000000002,5.80525,112.62931280335802,111.72855417941273,-0.30824975958235745,111.10820631356697,10,20.0,0.481,2535.0,2228.9624999999996,True
bh,GPU,default,832.9311591982064,169.95317694872813,34.69862200748129,0.12505,4.89785,0.0005,5.0232,0.0,0.0,0.0,0.0,10,23.0,92.648,2495.5665,2178.293,True
bh,GPU,ondemand,829.6393713177999,168.64466937728784,34.28119384359401,0.14315,4.919449999999999,0.0005,5.05865,-0.39520527525650495,-0.7699223956460943,0.7057254339863039,-1.203010781803604,10,23.0,93.1035,2482.6760000000004,2176.758,True
bh,GPU,powersave,12712.432725457431,266.4368372136431,5.584185973494311,0.13505,47.717349999999996,0.0007,47.854749999999996,1426.2284986066115,56.77073061954141,852.6745899028507,-83.9066059387306,10,2.0,94.892,213.95,597.884,True
bh,GPU,performance,853.8201846830605,173.618524375,35.310208333333335,0.13265,4.917999999999999,0.0005,5.0526,2.507893390008631,2.156680735293137,0.5852842809364489,1.7625666106284577,10,23.0,92.458,2503.2965000000004,2184.8869999999997,True
cfd,MIXED,default,12.179249574416184,19.84966248664235,32.351316128023356,0.9923,0.6151,0.0092,1.61505,0.0,0.0,0.0,0.0,10,74.0,38.962999999999994,2433.3845,2110.3435,True
cfd,MIXED,ondemand,12.482845598634803,18.42646127701776,27.230084398417986,0.9943,0.67795,0.0093,1.6792,2.4927317759901646,-7.169901304781989,3.9720132503637595,-15.83005683397609,10,71.0,40.6515,2318.2045,2011.1309999999999,True
cfd,MIXED,powersave,103.89507894523982,26.99940766361621,7.016386620795107,1.1292,3.84865,0.0096,4.9874,753.0499215935482,36.01947983642147,208.80777684901392,-78.3118974417323,10,24.0,76.973,213.925,597.898,True
cfd,MIXED,performance,13.633831278820846,22.153088880030232,35.93678862593828,0.9964500000000001,0.6150500000000001,0.0092,1.6219000000000001,11.943114356242157,11.604360502038503,0.42413547568187493,11.0829262207639,10,73.0,38.6735,2500.5744999999997,2185.9845,True
fft,GPU,default,326.95703707298173,106.34125965619484,34.58308467943381,0.55795,3.0742000000000003,0.021900000000000003,3.65265,0.0,0.0,0.0,0.0,10,32.0,80.94749999999999,2472.7965,2157.5375,True
fft,GPU,ondemand,330.72477702419746,105.75171042414242,33.86334060854519,0.57195,3.1254999999999997,0.0227,3.7224,1.1523654560078311,-0.5543936887323464,1.9095725021559762,-2.081202638689561,10,32.0,79.673,2448.7034999999996,2141.0455,True
fft,GPU,powersave,7197.86144902165,200.9809513854309,5.611853340965862,0.5681,35.8137,0.032,36.41335,2101.470111626617,88.99621091118316,896.9022490520581,-83.77283752162464,10,3.0,93.5085,213.95,597.884,True
fft,GPU,performance,338.18747581136506,109.73816447980295,35.603265303219544,0.5632,3.0813,0.0221,3.6669,3.4348362215787187,3.1943432253768833,0.3901277154942262,2.94994108606057,10,32.0,80.5715,2499.064,2185.0205,True
gaussian,CPU,default,6.780128246911267,7.998261655229358,9.417997737996114,12.5369,0.8478,0.01085,13.40125,0.0,0.0,0.0,0.0,10,8.0,6.2405,1134.7179999999998,1216.984,True
gaussian,CPU,ondemand,11.466793445702024,9.015653002287333,7.148503007594712,12.4259,1.25315,0.01405,13.67075,69.12354793474296,12.720155840273017,2.011006435966789,-24.09742275946104,10,8.0,8.613,603.1675,852.421,True
gaussian,CPU,powersave,64.16893318155161,18.586767085182487,5.382601998334721,12.463550000000001,3.4518,0.0162,15.9312,846.4265400995063,132.3850842392764,18.878462829959908,-42.84770342830866,10,7.0,19.654,212.788,597.898,True
gaussian,CPU,performance,12.876755795215018,15.184075096919308,17.94597378023353,12.43455,0.8483499999999999,0.011,13.292950000000001,89.919059437867,89.8421901087942,-0.8081335696296876,90.5497779834032,10,9.0,5.8629999999999995,2518.1719999999996,2202.734,True
gemmEx,CPU,default,0.0,0.0,30.287595220150706,28.56925,0.0,0.0,28.56925,nan,nan,0.0,0.0,0,4.0,91.96600000000001,2489.592,2181.8555,False
gemmEx,CPU,ondemand,0.0,0.0,30.33150288103922,28.7409,0.0,0.0,28.7409,nan,nan,0.6008208125869663,0.1449691220757776,0,4.0,92.17699999999999,2461.2465,2163.0385,False
gemmEx,CPU,powersave,nan,nan,5.3430848623853215,nan,nan,nan,0.0,nan,nan,-100.0,-82.35883428991913,0,0.0,94.794,213.965,597.884,False
gemmEx,CPU,performance,0.0,0.0,31.059689557356606,28.60565,0.0,0.0,28.60565,nan,nan,0.12740971499076714,2.5492097724952867,0,4.0,92.0195,2508.988,2197.4175,False
heartwall,GPU,default,4.741478648437501,14.048825625000003,41.62615,0.1254,0.3375,0.005849999999999999,0.4685,0.0,0.0,0.0,0.0,10,255.0,69.695,2460.675,2147.459,True
heartwall,GPU,ondemand,4.4617976864237505,12.293901599500416,33.866311407160694,0.13465,0.36245000000000005,0.005849999999999999,0.5032,-5.898602160866339,-12.491606575119595,7.406616862326554,-18.641739850645113,10,237.5,72.1995,2329.7619999999997,2035.775,True
heartwall,GPU,powersave,86.80009932411932,22.800730898417985,5.989317235636969,0.1325,3.80695,0.0053,3.94465,1730.6546493196436,62.296347801797005,741.974386339381,-85.61164740040343,10,30.0,92.244,213.95,597.884,True
heartwall,GPU,performance,4.930433260126898,14.589233359883236,43.16978315262719,0.1255,0.33795,0.0059,0.46955,3.9851410435363777,3.846639920717454,0.22411953041621135,3.7083255420623518,10,255.0,70.35050000000001,2496.3455000000004,2175.1315,True
hotspot,MIXED,default,46.52656558892063,55.5360729733944,66.22105540174854,0.54775,0.83805,0.0006,1.3878,0.0,0.0,0.0,0.0,10,86.0,56.89,2409.4685,2106.74,True
hotspot,MIXED,ondemand,47.20062631744048,54.13499828078203,61.983961770626536,0.56125,0.8723000000000001,0.0006,1.4346,1.4487652806257412,-2.5228191652722387,3.3722438391699194,-6.398408490194685,10,83.0,57.066500000000005,2376.901,2082.109,True
hotspot,MIXED,powersave,534.3626828264732,63.43713139563813,7.531265923710274,0.5759000000000001,8.4231,0.0008,8.999749999999999,1048.510912126557,14.226894339520335,548.4904164865254,-88.62708261289443,10,13.0,89.4355,213.95,597.8865000000001,True
hotspot,MIXED,performance,48.57462108550156,57.29145786803636,67.57265636622259,0.55545,0.8470500000000001,0.0006,1.4028,4.4019056009340085,3.1608012606201275,1.0808473843493482,2.0410441305626748,10,85.0,56.620999999999995,2440.2165,2141.8665,True
hybridsort,CPU,default,0.058355033897322384,0.7271664562074588,9.061562154942983,10.1421,0.0803,0.0894,10.31245,0.0,0.0,0.0,0.0,10,11.0,0.9185,1614.8274999999999,1535.2640000000001,True
hybridsort,CPU,ondemand,0.44214712296680947,1.4760537770382696,4.933336106489184,10.2777,0.29885,0.0952,10.6729,657.6846305063964,102.98705536234954,3.495289674131752,-45.55755374035476,10,11.0,3.051,251.7865,622.593,True
hybridsort,CPU,powersave,0.4400151115394991,1.4738409727449118,4.936885593455353,10.18355,0.2986,0.09305,10.57545,654.031112917731,102.68275030613192,2.550315395468572,-45.5183829339808,10,11.0,3.3325,213.3275,597.8685,True
hybridsort,CPU,performance,0.10035789898549569,1.2497870359339438,15.563973050235914,10.18385,0.0803,0.0907,10.35415,71.9781350175869,71.87083167342674,0.40436559692411667,71.75816690443311,10,11.0,0.954,2535.0,2228.8625,True
ising,GPU,default,4354.5358786369925,502.96442128485273,57.915836802664444,0.6269,8.671050000000001,0.025050000000000003,9.32075,0.0,0.0,0.0,0.0,10,12.0,88.598,2423.5254999999997,2122.5150000000003,True
ising,GPU,ondemand,4592.125354907579,528.9324230037677,61.00307735929174,0.63625,8.683,0.0263,9.34585,5.456137758243806,5.162989790128325,0.2692916342569074,5.330563671464139,10,12.0,88.6825,2436.873,2126.1205,True
ising,GPU,powersave,14959.250529539437,353.3254122207505,8.34526081150424,0.6373,42.336600000000004,0.0283,43.0036,243.53260477031165,-29.751410384424492,361.3748893597618,-85.59071011968817,10,2.0,93.7265,213.9475,597.8805,True
ising,GPU,performance,4721.561816238178,549.4250783480434,63.72497502081599,0.6302,8.6082,0.02595,9.27245,8.428589127070584,9.237364532565561,-0.5181986428130947,10.03031042777629,10,12.0,88.7105,2470.008,2146.3064999999997,True
kmeans,MIXED,default,186.0937862442442,107.67851515949437,62.30675108771199,1.09125,1.7287,0.026099999999999998,2.8467000000000002,0.0,0.0,0.0,0.0,10,42.0,58.1495,2425.259,2120.8455000000004,True
kmeans,MIXED,ondemand,222.96402183606466,90.84298171428492,36.75729302644664,1.08515,2.4648000000000003,0.028450000000000003,3.5802,19.812717198106245,-15.634997771164016,25.76667720518495,-41.00592249674235,10,33.0,65.423,1800.2595000000001,1623.0214999999998,True
kmeans,MIXED,powersave,2312.1352803231102,131.89263662625,7.522157566611158,1.0669,17.53385,0.0404,18.642249999999997,1142.4570035285763,22.487421405179543,554.872308286788,-87.92721906487809,10,6.0,89.727,213.9475,597.883,True
kmeans,MIXED,performance,203.29879663540385,117.321398025104,67.678890578203,1.1099,1.7319499999999999,0.02645,2.86885,9.24534383355413,8.955252448760564,0.778093933326307,8.622082513865003,10,41.0,58.052499999999995,2475.777,2152.8415,True
lavaMD,CPU,default,194.16649074931456,53.158419544914814,14.553441914317197,31.24435,3.65215,0.92065,35.8559,0.0,0.0,0.0,0.0,10,3.0,9.84,686.2895,920.066,True
lavaMD,CPU,ondemand,187.86425113013837,51.33182775092688,14.025854281591538,30.98565,3.6593,1.17415,35.783,-3.2457915857957764,-3.4361288571504778,-0.20331382004076248,-3.6251742772040463,10,3.0,10.929,540.1825,818.433,True
lavaMD,CPU,powersave,10203.754525834314,250.89324113570052,6.169044866501514,31.3338,40.67315,1.4267,73.428,5155.157306730248,371.97272470396683,104.78638104189271,-57.61109363117318,10,1.0,48.165499999999994,212.7585,597.899,True
lavaMD,CPU,performance,309.162489085214,84.69358354584372,23.203761824605152,31.143,3.6513,0.9359999999999999,35.74265,59.225460527259074,59.32299016957059,-0.31584760109215626,59.43830992844417,10,3.0,9.868500000000001,2520.6545,2215.4049999999997,True
leukocyte,MIXED,default,3.7582728260531373,9.546032483669723,24.24335278356964,0.60865,0.39385,0.0064,1.009,0.0,0.0,0.0,0.0,10,118.0,38.033500000000004,2446.0895,2126.5425,True
leukocyte,MIXED,ondemand,8.723859265281673,10.501365472129784,12.65671381377394,0.62595,0.8301499999999999,0.0075,1.4639,132.1241609924124,10.007644433374141,45.084241823587725,-47.79305516540712,10,81.5,55.133,1501.2334999999998,1422.1115,True
leukocyte,MIXED,powersave,119.5038934299233,25.98193145765211,5.648860000886671,0.6234,4.5994,0.0107,5.2336,3079.7556739760134,172.1751837959809,418.6917740336968,-76.69934496554019,10,22.0,84.458,213.9475,597.8835,True
leukocyte,MIXED,performance,3.9634281501756847,10.096618776236468,25.72060049958368,0.6086,0.39265,0.00635,1.00735,5.458766130557846,5.767697664015148,-0.16352824578790282,6.093413436672868,10,118.5,38.6605,2524.316,2204.2780000000002,True
lud,GPU,default,341.860678536051,103.0135175670594,31.04125769497641,0.58135,3.31875,0.0882,3.9888000000000003,0.0,0.0,0.0,0.0,10,30.0,79.22,2410.2304999999997,2081.5204999999996,True
lud,GPU,ondemand,399.05085189285677,119.23113528300374,35.62383108190211,0.5891500000000001,3.3479,0.08965000000000001,4.02725,16.729087885073856,15.743193805014034,0.9639490573606135,14.76284702107069,10,29.0,80.09649999999999,2444.1665000000003,2137.5434999999998,True
lud,GPU,powersave,385.1877878181459,56.89501641417233,8.396044373726276,0.6003499999999999,6.7701,0.12825,7.50215,12.673908408429568,-44.7693683723255,88.08037505014039,-72.95198391692404,10,15.5,88.02600000000001,213.9725,597.883,True
lud,GPU,performance,410.2643821032607,123.55499411670152,37.20975525916633,0.5879,3.32065,0.08965000000000001,3.999,20.00923413015345,19.940564146127816,0.25571600481346657,19.871931816693778,10,30.0,80.67750000000001,2501.8705,2187.538,True
lulesh,MEMCPY,default,286.27519877531915,80.92938882383015,22.881122356369694,2.0482500000000003,3.5369,1.77795,7.365399999999999,0.0,0.0,0.0,0.0,10,16.0,56.407,2438.2545,2117.076,True
lulesh,MEMCPY,ondemand,328.7384250791086,68.88763497920132,14.509088402814374,2.044,4.75995,1.8371,8.66055,14.83300910642853,-14.879333724911392,17.584245254840212,-36.58926263826694,10,13.0,64.89150000000001,1795.8035,1616.9645,True
lulesh,MEMCPY,powersave,4044.957772333185,153.23405928289841,5.804925107436793,2.0218999999999996,26.39785,2.6046,31.026850000000003,1312.9613007474807,89.34290930636277,321.25139164200186,-74.63006832870327,10,3.0,89.4145,213.95,597.8835,True
lulesh,MEMCPY,performance,331.6245360996204,93.49360044650707,26.36020399666944,2.0614999999999997,3.5469,1.7567,7.36375,15.841168748918877,15.524906100584946,-0.022402041980063014,15.205030531779107,10,16.0,55.9965,2504.967,2186.581,True
memcpy,CPU,default,0.0,0.0,12.782267581808098,13.2288,0.0,0.0,13.2288,nan,nan,0.0,0.0,0,8.5,42.821,2398.26,2060.724,False
memcpy,CPU,ondemand,0.0,0.0,8.110528286189684,17.4009,0.0,0.0,17.4009,nan,nan,31.53800798258346,-36.548595667542585,0,6.0,55.063500000000005,1184.2649999999999,1234.935,False
memcpy,CPU,powersave,0.0,0.0,5.193956851928949,24.75245,0.0,0.0,24.75245,nan,nan,87.11031990807933,-59.3659198676058,0,4.0,68.5495,213.9675,597.8835,False
memcpy,CPU,performance,0.0,0.0,17.16692205677188,13.19975,0.0,0.0,13.19975,nan,nan,-0.21959663763908566,34.302634074130054,0,9.0,41.6815,2518.6405000000004,2203.0,False
mixbench,GPU,default,11370.784644071759,648.863687986808,37.02682785490738,0.154,17.52415,0.0179,17.6907,0.0,0.0,0.0,0.0,10,6.0,94.527,2496.1805,2173.0254999999997,True
mixbench,GPU,ondemand,11038.991429403965,628.0185210491243,35.728584549441706,0.16294999999999998,17.56785,0.0185,17.74845,-2.917944759782054,-3.2125648766629045,0.32644270718511503,-3.506223407938014,10,6.0,94.34,2487.8795,2176.4955,True
mixbench,GPU,powersave,nan,nan,5.598330151956703,nan,nan,nan,0.0,nan,nan,-100.0,-84.88034088716913,0,0.0,95.1995,213.94,597.883,False
mixbench,GPU,performance,11827.71448973444,670.5366492241667,38.01034166666667,0.15535,17.637,0.0182,17.81095,4.018454838126817,3.3401408706660973,0.6797356803291965,2.6562194731162725,10,6.0,94.46000000000001,2497.2174999999997,2176.2075,True
myocyte,GPU,default,9343.91512731999,406.07556519071494,17.641041666666666,3.01975,23.00995,4.8967,30.92355,0.0,0.0,0.0,0.0,10,3.0,72.924,2519.7615,2217.596,True
myocyte,GPU,ondemand,12989.058275345844,363.3716872751454,10.154700748129676,3.3282499999999997,35.79555,5.286250000000001,44.430099999999996,39.010876044540346,-10.516239236289305,43.677229813524,-42.437068399893185,10,2.0,78.527,1718.2514999999999,1561.3739999999998,True
myocyte,GPU,powersave,nan,nan,4.981160565723794,nan,nan,nan,0.0,nan,nan,-100.0,-71.76379569957105,0,0.0,92.15899999999999,213.975,597.8835,False
myocyte,GPU,performance,9478.447784553111,412.0454372007821,17.91237140095236,3.03235,23.017049999999998,4.9058,30.95535,1.439788947138143,1.470138201313187,0.10283424768502414,1.5380595965508004,10,3.0,72.65299999999999,2535.0,2229.0,True
nbody,GPU,default,8597.436472830163,908.666244255932,96.02922687485886,0.12005,9.4652,0.0011,9.58555,0.0,0.0,0.0,0.0,10,12.0,94.0325,2384.2574999999997,2089.2195,True
nbody,GPU,ondemand,8578.61965261204,901.0891416059851,94.6045178719867,0.13055,9.525400000000001,0.0011,9.65715,-0.2188654755122421,-0.8338708186691246,0.7469576602281647,-1.4836201948483674,10,12.0,94.1125,2365.218,2074.741,True
nbody,GPU,powersave,77825.49069124096,763.2018055662211,7.485795475992228,0.11695,101.97184999999999,0.0016,102.09225,805.2173975020003,-16.00856635857818,965.0640808299995,-92.20466964110062,10,1.0,95.0325,213.9475,597.857,True
nbody,GPU,performance,8607.048474081044,908.7478430459562,95.9274959927898,0.1197,9.4713,0.0011,9.59365,0.11180078249206638,0.00898006177074695,0.08450219340569998,-0.10593741653427413,10,12.0,93.876,2399.8999999999996,2097.752,True
nn,MIXED,default,76.59431689619362,39.49319373137479,20.3768375,1.43485,1.9377499999999999,0.0001,3.3735,0.0,0.0,0.0,0.0,10,35.0,44.49,2495.3459999999995,2185.4605,True
nn,MIXED,ondemand,73.90986179655545,29.126422087281796,11.505598503740648,1.2688000000000001,2.5315000000000003,0.0001,3.80335,-3.5047705997252376,-26.24951457358907,12.741959389358225,-43.535897051048046,10,31.0,60.046499999999995,1755.3175,1579.9625,True
nn,MIXED,powersave,259.2089653526457,37.85973383422855,5.531736053288926,1.2508,6.84435,0.0001,8.09355,238.41801305434345,-4.136054197735239,139.91551800800357,-72.85282344088515,10,14.0,88.58500000000001,213.9375,597.8835,True
nn,MIXED,performance,77.70947167309637,40.10831237258118,20.696436303080766,1.4357,1.9384000000000001,0.0001,3.37355,1.4559236534664732,1.557530761858139,0.0014821402104514547,1.5684416341876783,10,35.0,44.436,2529.0519999999997,2223.824,True
nw,CPU,default,1.468026665958961,3.98433026848787,10.813764739492019,11.63375,0.36865000000000003,2.85485,14.85205,0.0,0.0,0.0,0.0,10,8.0,5.3165,1930.69,1747.1555,True
nw,CPU,ondemand,0.8649203246619197,2.3358078891049163,6.286813319290275,11.39055,0.3705,3.0848,14.85405,-41.082791973882394,-41.37514383335997,0.013466154503927186,-41.86286209528171,10,8.0,8.096,542.8865,809.063,True
nw,CPU,powersave,13.27262321707676,8.31800357953604,5.212924606462304,11.3224,1.5959,3.232,16.1191,804.1132238838909,108.76792381704044,8.531145532098261,-51.793619224721695,10,7.0,18.6525,213.6445,597.8685,True
nw,CPU,performance,2.2486109065567237,6.059574402311799,16.33308464234986,11.54035,0.3715,2.87595,14.79325,53.172347525980435,52.08514339880572,-0.39590494241535934,51.03976307808149,10,8.0,5.3695,2534.1675,2205.185,True
particlefilter,GPU,default,1173.9134980023036,278.3931321252346,66.02082854554095,0.13635,4.2157,0.0035,4.352650000000001,0.0,0.0,0.0,0.0,10,27.0,92.25200000000001,2393.5815000000002,2102.4539999999997,True
particlefilter,GPU,ondemand,1344.5899465104858,320.6064125856573,76.4792928452579,0.14175,4.1922999999999995,0.0036,4.33955,14.539099243566866,15.163190319448372,-0.30096607813632215,15.841158813241396,10,27.0,91.6485,2411.5694999999996,2121.2844999999998,True
particlefilter,GPU,powersave,12979.635764275885,294.12472023411715,6.66500608893587,0.14,44.12995,0.00395,44.2757,1005.6722481140101,5.6508535209861765,917.212502728223,-89.9046918438196,10,2.0,94.91300000000001,213.95,597.8835,True
particlefilter,GPU,performance,1338.857234014442,321.4610518695545,77.17701011606894,0.1398,4.16535,0.0036,4.30975,14.050757257057667,15.470180394014132,-0.985606469621958,16.897972679686223,10,27.0,92.1555,2446.7325,2144.7495,True
pathfinder,CPU,default,62.73423145335335,30.15392974511051,14.488319765668331,13.70105,2.08135,0.14405,15.92485,0.0,0.0,0.0,0.0,10,7.0,11.926,778.674,984.263,True
pathfinder,CPU,ondemand,85.58236357088934,34.63570408732332,13.975478767693588,13.69835,2.466,0.23895,16.406399999999998,36.42051809389733,14.862985952733187,3.0238903349168123,-3.5396858039396406,10,7.0,14.620000000000001,741.207,951.497,True
pathfinder,CPU,powersave,3218.6979694152615,138.46750831821964,5.9568344425956745,13.63275,23.2471,0.23885,37.119550000000004,5030.688453254673,359.2021984818489,133.0919914473292,-58.88526386123083,10,3.0,56.001,213.1125,597.9275,True
pathfinder,CPU,performance,104.41634482207763,49.90147537260616,23.848347210657785,13.70685,2.0924,0.14934999999999998,15.949950000000001,66.44237508467354,65.4891279326461,0.15761529935918173,64.60395405662615,10,7.0,12.0365,2514.433,2199.7715,True
srad,GPU,default,2543.6453757130553,265.95071653,27.80687668609492,3.0616,9.56755,0.026000000000000002,12.655850000000001,0.0,0.0,0.0,0.0,10,9.0,72.9305,2404.5035,2077.2865,True
srad,GPU,ondemand,3022.031463560007,303.7996874429642,30.573481772134333,3.1086,9.9437,0.0322,13.0789,18.807106226938043,14.231573205291493,3.342722930502484,9.949355755667732,10,9.0,73.4015,2200.5510000000004,1955.3425,True
srad,GPU,powersave,5381.02724082476,201.3782246439185,7.53642762063228,3.091,26.72155,0.0383,29.8576,111.54785538122849,-24.279871371881622,135.91935745129723,-72.89725233901966,10,4.0,85.314,213.9425,597.883,True
srad,GPU,performance,3114.2563248163897,325.0787921809841,33.927047539616346,3.1061,9.5792,0.026799999999999997,12.71215,22.43280272287862,22.232719062561458,0.44485356574230916,22.00955872394641,10,9.0,72.7655,2508.848,2191.2545,True
stencil1d,GPU,default,2485.830912202564,285.689933708619,32.833584740709924,0.57515,8.70115,0.1731,9.4499,0.0,0.0,0.0,0.0,10,12.0,88.1985,2407.9845,2080.273,True
stencil1d,GPU,ondemand,2929.366541513359,335.58049955377777,38.443217123580396,0.59205,8.72795,0.17725000000000002,9.49255,17.842550236765774,17.46318646846101,0.4513275272754136,17.08504394865895,10,12.0,87.88,2459.1065,2151.6675,True
stencil1d,GPU,powersave,9936.112355622772,262.02184190165497,6.914526775822507,0.5904499999999999,37.894800000000004,0.19035,38.67745,299.70990411487423,-8.284538240365025,309.2895162911777,-78.94068883910418,10,3.0,93.2845,213.95,597.884,True
stencil1d,GPU,performance,3037.749488153756,348.44168858903106,39.94714642262895,0.58475,8.71855,0.1763,9.48185,22.20257915540065,21.9649863282946,0.33809881586048807,21.665504202771423,10,12.0,87.57849999999999,2497.7879999999996,2184.6035,True
stencil3d,MIXED,default,308.93376661365824,74.46425140130765,17.938442905341688,4.83065,4.14515,0.6906000000000001,9.6584,0.0,0.0,0.0,0.0,10,12.0,43.2355,2398.381,2066.6105,True
stencil3d,MIXED,ondemand,310.12572358136697,73.27235699630302,17.324391377852915,4.822900000000001,4.2139,0.9135,9.97095,0.38582929304693536,-1.6006263174274005,3.2360432369750614,-3.4231038375461265,10,12.0,47.052499999999995,1619.0175,1550.813,True
stencil3d,MIXED,powersave,2680.177071584013,125.26328455605045,5.854423062666799,4.8162,21.3955,0.943,27.153599999999997,767.557179314668,68.21935653522293,181.1397332891576,-67.36381695133932,10,4.0,77.0655,213.9425,597.8695,True
stencil3d,MIXED,performance,397.747828990743,95.51611974367233,22.95424604184042,4.794449999999999,4.1617,0.7093499999999999,9.6878,28.74857719523827,28.271107204060343,0.30439824401555793,27.961195756879942,10,12.0,43.1665,2515.0,2202.8940000000002,True
streamcluster,CPU,default,2.829160363021149,6.002889237302248,12.762656119900083,4.26185,0.47204999999999997,0.44089999999999996,5.174799999999999,0.0,0.0,0.0,0.0,10,22.5,15.989,2392.2,2054.075,True
streamcluster,CPU,ondemand,2.4282287144597703,3.697368835439134,5.63437380940176,4.97035,0.6561,0.67925,6.305300000000001,-14.17140059650912,-38.40684561588272,21.846254927726715,-55.852655148982656,10,18.5,28.838,213.925,597.884,True
streamcluster,CPU,powersave,2.3730338453856437,3.5990532948306964,5.459316033782164,4.711650000000001,0.65905,0.6759,6.0464,-16.122328150689412,-40.044649292110826,16.843163020793096,-57.22429576967318,10,19.0,30.102,213.935,597.883,True
streamcluster,CPU,performance,4.15859344702881,8.487916320566196,17.358699570160844,4.2778,0.48885,0.44320000000000004,5.2105,46.99037570949185,41.39718367318637,0.6898817345597941,36.01165311579941,10,22.5,16.002000000000002,2535.0,2206.5335,True
triad,CPU,default,0.08540172445192995,1.2405487420833332,18.043933201278843,0.53825,0.06875,0.0,0.607,0.0,0.0,0.0,0.0,10,197.0,62.035,2475.63,2151.084,True
triad,CPU,ondemand,0.06439827698491167,0.936050465890183,13.59549084858569,0.60135,0.0687,0.0,0.66995,-24.593704169100803,-24.545450401391456,10.370675453047795,-24.653396258294038,10,178.5,63.547,2208.0415,1928.379,True
triad,CPU,powersave,0.10113914869315893,0.7516846883723531,5.5833230196687635,1.3123,0.1346,0.0,1.4468999999999999,18.427525137489575,-39.40708148959945,138.36902800658976,-69.05706224143498,10,82.0,80.99199999999999,213.95,597.883,True
triad,CPU,performance,0.09567396273978315,1.3867613170631778,20.095350291909924,0.5411,0.069,0.0,0.61005,12.028139190134436,11.786120933410515,0.5024711696869799,11.369012885093642,10,196.0,61.843,2515.0,2203.0,True
