experiment_ts,governor,benchmark,size,run,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_launch_time_sec,mem_clock_mhz_est,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260708_020623,default,ising-cuda,large,7,9.7866,256,5537305828.496,5548748800,5355180032,125177154.0,125177154,125177154,34082167545.653,34084679680,34040434688,1518328738.909,1519632384,1516773376,99009109.0,99009109,99009109,4777655010.248,4779008248,4776287376,12,11.481,14.2,5.9,121,6244.479,7380,4918,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.281,6,2,121,7.926,9.1,4.6,121,84.445,92.7,68.6,121,3.564,6.1,1.3,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.125,120,74.441,79.0,56.0,1204,NVLink-C2C,5,16,0.0564,2.021,2.03,2.02,121,2.085,2.18,2.04,121,2.056,2.08,2.04,121,9.8655,N/A,9.7017,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,59.74,53.371,59.74,6.63,1204,87.673,96.0,0.0,1204,2402.507,2437.0,208.0,1204,112.181,112.78,112.05,121,81.165,81.77,81.03,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.509,9.64,8.91,121,7.807,7.9,7.3,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,13,2112.273,2132.0,598.0,1204,9395.6,106158,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_020856,default,ising-cuda,large,8,9.7268,256,5538380808.463,5583441920,5355638784,125177154.0,125177154,125177154,34083074352.661,34084904960,34040659968,1518327486.413,1520250880,1516601344,99009109.0,99009109,99009109,4777761909.157,4779412720,4777094368,12,11.487,14.1,5.9,121,6247.066,7653,4946,121,3354.0,3354.0,3354.0,121,0.004,0.1,0.0,121,0.0,0,0,121,3.339,5,2,121,7.952,9.0,4.5,121,81.296,86.2,71.1,121,3.54,6.1,1.3,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.123,120,72.357,76.0,57.0,1203,NVLink-C2C,5,16,0.0636,2.005,2.01,1.99,121,1.994,2.15,1.7,121,2.019,2.05,1.97,121,9.8306,N/A,9.6463,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,58.84,52.5,58.84,6.86,1203,87.282,96.0,0.0,1203,2398.027,2437.0,208.0,1203,112.172,112.81,112.06,121,81.156,81.79,81.05,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.518,9.63,8.88,121,7.819,7.9,7.3,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,13,2106.148,2132.0,598.0,1203,9392.4,105947,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_021129,default,ising-cuda,large,9,9.7977,256,5537626467.438,5548281856,5355585536,125177154.0,125177154,125177154,34082751953.455,34085122048,34040881152,1518441091.174,1519874048,1516892160,99009109.0,99009109,99009109,4777915124.893,4779042032,4777051536,12,11.462,14.1,5.9,121,6228.124,7480,4934,121,3354.0,3354.0,3354.0,121,0.009,0.1,0.0,121,0.0,0,0,121,3.438,7,2,121,7.917,9.1,4.5,121,82.749,88.6,69.0,121,3.554,6.2,1.4,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.424,120,73.96,79.0,55.0,1202,NVLink-C2C,5,16,0.073,2.002,2.02,1.98,121,2.048,2.28,1.68,121,2.009,2.07,1.94,121,9.8903,N/A,9.6305,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,59.07,52.987,59.07,6.55,1202,87.351,96.0,0.0,1202,2400.833,2424.0,208.0,1202,112.166,112.82,112.07,121,81.15,81.8,81.05,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.524,9.62,8.87,121,7.828,7.9,7.3,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,13,2110.219,2132.0,598.0,1202,9407.8,106077,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_021402,default,ising-cuda,large,10,9.7817,256,5539000116.893,5615845376,5355601920,125177154.0,125177154,125177154,34083143747.702,34085343232,34041098240,1518379583.471,1520230400,1517068288,99009109.0,99009109,99009109,4777862703.736,4779275168,4777051664,12,11.558,14.1,5.9,121,6282.901,8689,4954,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.264,6,2,121,7.97,9.1,4.5,121,84.707,90.0,73.2,121,3.596,6.5,1.4,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.028,120,75.953,80.0,59.0,1204,NVLink-C2C,5,16,0.0526,2.019,2.03,2.0,121,2.145,2.35,1.89,121,2.064,2.1,2.0,121,9.879,N/A,9.6842,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,61.01,54.001,61.01,5.96,1204,87.365,96.0,0.0,1204,2394.946,2437.0,208.0,1204,112.153,112.81,112.04,121,81.137,81.8,81.02,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.537,9.65,8.88,121,7.839,7.9,7.3,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,13,2109.287,2132.0,598.0,1204,9391.1,106015,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260708_021622,default,nw-cuda,large,1,14.2658,256,20604199078.504,29775044608,5357518848,125177154.0,125177154,125177154,34070809658.276,34085560320,34041315328,1549740947.772,1567301632,1516904448,99009109.0,99009109,99009109,4778231623.87,4783188728,4777111856,8,10.94,13.2,8.4,123,5985.715,7144,5065,123,3354.0,3354.0,3354.0,123,0.01,0.1,0.0,123,0.0,0,0,123,3.187,6,3,123,7.646,9.6,4.4,123,71.447,79.6,65.9,123,3.28,7.7,1.2,123,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),122.236,120,57.433,64.0,54.0,1205,NVLink-C2C,5,16,0.8707,2.031,2.05,2.01,123,2.202,2.48,1.99,123,2.1,2.16,2.04,123,15.3707,N/A,13.3378,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,22.25,12.597,22.25,5.72,1205,5.078,96.0,0.0,1205,1955.344,2509.0,208.0,1205,87.825,112.31,73.7,123,56.808,81.29,42.68,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.865,47.99,9.38,123,27.828,39.4,7.7,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1768.245,2197.0,598.0,1205,425429.6,1360206,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_021857,default,nw-cuda,large,2,14.4672,256,20419440839.805,29775695872,5355503616,125177154.0,125177154,125177154,34069961186.862,34085785600,34041548800,1549375038.439,1567944704,1517690880,99009109.0,99009109,99009109,4778251967.48,4780680384,4776745376,8,10.904,15.0,5.9,123,6022.585,14183,4912,123,3354.0,3354.0,3354.0,123,0.007,0.1,0.0,123,0.0,0,0,123,3.325,7,2,123,7.712,12.0,4.4,123,69.173,70.9,66.7,123,3.187,7.2,1.1,123,0.0,0.0,0.0,1208,N/A,LPDDR5X (unified),123.07,120,55.323,59.0,53.0,1208,NVLink-C2C,5,16,0.7591,2.023,2.03,2.01,123,2.013,2.16,1.77,123,2.059,2.09,2.03,123,15.743,N/A,13.1593,1,1.0,1.0,5.0,5.0,5.0,1208,1.0,1208,2,1.0,1.0,16.0,16.0,16.0,1208,1.0,1208,21.61,12.192,21.61,5.61,1208,4.978,96.0,0.0,1208,1946.569,2509.0,208.0,1208,88.633,112.74,73.75,123,57.616,81.73,42.73,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.057,47.94,8.95,123,27.166,39.4,7.4,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1762.594,2203.0,598.0,1208,420288.9,1319708,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_022130,default,nw-cuda,large,3,14.7629,256,20497683674.23,29774139392,5355716608,125177154.0,125177154,125177154,34070784302.164,34086014976,34041774080,1549587472.787,1569857536,1517043712,99009109.0,99009109,99009109,4778539894.689,4782229248,4776887912,8,10.916,13.2,5.9,122,6012.5,7400,4879,122,3354.0,3354.0,3354.0,122,0.007,0.2,0.0,122,0.0,0,0,122,3.295,6,3,122,7.684,9.7,4.4,122,67.861,70.2,65.2,122,3.227,8.6,1.1,122,0.0,0.0,0.0,1193,N/A,LPDDR5X (unified),121.021,120,54.184,58.0,52.0,1193,NVLink-C2C,5,16,0.577,2.006,2.01,1.99,122,1.979,2.11,1.64,122,2.017,2.04,1.96,122,15.6337,N/A,14.1927,1,1.0,1.0,5.0,5.0,5.0,1193,1.0,1193,2,1.0,1.0,16.0,16.0,16.0,1193,1.0,1193,21.45,11.978,21.45,5.52,1193,5.281,96.0,0.0,1193,1914.139,2509.0,208.0,1193,88.285,112.1,73.85,122,57.268,81.08,42.83,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,33.405,47.84,9.59,122,27.451,39.3,7.9,122,16.0,16.0,16.0,122,2.22,2.22,2.22,122,9,1740.053,2197.0,598.0,1193,407813.5,1342334,243,0.0,2,243,0.0,0,243,0.0,0,243,0.0,2,243,0.0,0,243
20260708_022404,default,nw-cuda,large,4,14.1163,256,20745454273.049,29774032896,5354401792,125177154.0,125177154,125177154,34071721010.361,34086227968,34041987072,1549638538.492,1568632832,1517899776,99009109.0,99009109,99009109,4778548592.852,4781022760,4777298360,8,10.876,13.3,5.8,122,5973.139,7372,4878,122,3354.0,3354.0,3354.0,122,0.007,0.1,0.0,122,0.0,0,0,122,3.27,7,3,122,7.613,9.7,4.4,122,67.365,69.7,64.1,122,3.255,8.1,1.1,122,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),122.172,120,53.552,58.0,51.0,1201,NVLink-C2C,5,16,0.7459,2.002,2.02,1.98,122,2.037,2.21,1.71,122,2.012,2.05,1.95,122,15.6426,N/A,13.4323,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,21.15,12.06,21.15,5.39,1201,5.953,96.0,0.0,1201,1971.596,2509.0,208.0,1201,87.549,111.89,73.72,122,56.532,80.87,42.7,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,34.141,47.97,9.8,122,28.054,39.4,8.1,122,16.0,16.0,16.0,122,2.22,2.22,2.22,122,9,1778.284,2203.0,591.0,1201,430257.2,1366053,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
20260708_022638,default,nw-cuda,large,5,14.1645,256,20684070112.78,29774999552,5355450368,125177154.0,125177154,125177154,34071796960.78,34086182912,34041946112,1550264236.748,1567940608,1516945408,99009109.0,99009109,99009109,4778899128.0,4789490528,4777262936,8,10.858,13.5,5.9,123,5945.715,7175,4911,123,3354.0,3354.0,3354.0,123,0.009,0.1,0.0,123,0.008,1,0,123,3.211,6,2,123,7.604,9.7,4.4,123,66.956,69.2,64.1,123,3.25,8.4,1.2,123,0.0,0.0,0.0,1207,N/A,LPDDR5X (unified),122.204,120,53.112,57.0,50.0,1207,NVLink-C2C,5,16,0.8984,1.996,2.01,1.98,123,1.952,2.18,1.75,123,1.99,2.04,1.96,123,15.4481,N/A,12.657,1,1.0,1.0,5.0,5.0,5.0,1207,1.0,1207,2,1.0,1.0,16.0,16.0,16.0,1207,1.0,1207,21.0,11.907,21.0,5.42,1207,5.665,96.0,0.0,1207,1935.777,2509.0,208.0,1207,87.913,112.63,73.94,123,56.896,81.61,42.92,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.777,47.75,9.06,123,27.751,39.2,7.4,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1753.873,2197.0,598.0,1207,430706.8,1411171,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_022912,default,nw-cuda,large,6,14.3965,256,20630585010.992,29774221312,5356453888,125177154.0,125177154,125177154,34072013049.756,34086400000,34042159104,1549755466.927,1570242560,1518350336,99009109.0,99009109,99009109,4778797564.553,4782797608,4777481016,8,10.886,13.3,5.9,123,5948.919,7353,4906,123,3354.0,3354.0,3354.0,123,0.006,0.1,0.0,123,0.008,1,0,123,3.325,7,2,123,7.648,9.8,4.4,123,66.696,71.5,63.4,123,3.233,6.5,1.2,123,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),122.293,120,52.636,57.0,50.0,1202,NVLink-C2C,5,16,0.8292,2.002,2.01,1.99,123,2.02,2.18,1.78,123,2.003,2.03,1.95,123,15.5699,N/A,12.8513,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,20.97,11.938,20.97,5.48,1202,5.4,96.0,0.0,1202,1983.293,2515.0,208.0,1202,87.92,112.73,73.79,123,56.903,81.72,42.78,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.77,47.9,8.96,123,27.75,39.4,7.4,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1785.072,2203.0,598.0,1202,424082.8,1394157,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_023145,default,nw-cuda,large,7,14.4124,256,20595722877.902,29790859264,5357477888,125177154.0,125177154,125177154,34071034191.738,34086633472,34042376192,1549226151.869,1566994432,1517539328,99009109.0,99009109,99009109,4779049622.361,4784691488,4777914600,8,10.907,13.1,5.9,122,6115.369,9124,4814,122,3354.0,3354.0,3354.0,122,0.008,0.1,0.0,122,0.0,0,0,122,3.213,5,2,122,7.628,9.8,4.3,122,66.22,70.3,63.2,122,3.278,8.7,1.2,122,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),121.821,120,52.462,56.0,50.0,1202,NVLink-C2C,5,16,0.9355,2.007,2.01,1.97,122,2.124,2.24,1.64,122,2.035,2.06,1.92,122,15.7129,N/A,13.2306,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,21.01,11.679,21.01,5.38,1202,5.267,96.0,0.0,1202,1901.235,2502.0,208.0,1202,88.204,112.43,73.8,122,57.186,81.41,42.78,122,0.0,0.0,0.0,122,0.0,0.0,0.0,122,121.69,121.69,121.69,122,33.486,47.89,9.26,122,27.519,39.4,7.6,122,16.0,16.0,16.0,122,2.22,2.22,2.22,122,9,1730.686,2184.0,591.0,1202,425872.7,1389550,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244,0.0,0,244
20260708_023420,default,nw-cuda,large,8,14.4565,256,20682081588.033,29774823424,5354209280,125177154.0,125177154,125177154,34073041811.772,34086846464,34042609664,1549918574.309,1567698944,1517846528,99009109.0,99009109,99009109,4779110947.252,4784154064,4778050808,8,10.887,13.7,5.9,123,5983.39,7833,4900,123,3354.0,3354.0,3354.0,123,0.007,0.1,0.0,123,0.0,0,0,123,3.325,6,2,123,7.644,9.7,4.3,123,66.235,68.6,62.8,123,3.239,8.6,1.2,123,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),123.028,120,52.37,56.0,50.0,1204,NVLink-C2C,5,16,0.6461,2.007,2.02,1.99,123,2.052,2.27,1.84,123,2.024,2.07,1.99,123,15.2867,N/A,13.5905,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,20.99,11.749,20.99,5.23,1204,5.418,96.0,0.0,1204,1951.455,2509.0,208.0,1204,87.802,112.78,73.82,123,56.784,81.77,42.8,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.888,47.87,8.91,123,27.847,39.3,7.3,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1764.479,2203.0,598.0,1204,424031.8,1367137,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_023655,default,nw-cuda,large,9,13.56,256,21159603890.992,29774721024,5354717184,125177154.0,125177154,125177154,34073425037.528,34087059456,34042822656,1550707170.862,1569984512,1516687360,99009109.0,99009109,99009109,4779104483.057,4784062904,4777912720,8,10.889,13.2,5.9,123,6010.854,7468,4875,123,3354.0,3354.0,3354.0,123,0.008,0.1,0.0,123,0.0,0,0,123,3.276,9,2,123,7.487,9.8,4.2,123,66.063,68.7,62.7,123,3.389,8.4,1.2,123,0.0,0.0,0.0,1205,N/A,LPDDR5X (unified),122.901,120,52.437,57.0,50.0,1205,NVLink-C2C,5,16,0.5786,2.02,2.03,1.99,123,2.145,2.35,1.82,123,2.061,2.1,1.99,123,14.5804,N/A,12.6421,1,1.0,1.0,5.0,5.0,5.0,1205,1.0,1205,2,1.0,1.0,16.0,16.0,16.0,1205,1.0,1205,20.97,11.931,20.97,5.68,1205,5.775,96.0,0.0,1205,1985.182,2509.0,208.0,1205,87.47,112.61,73.94,123,56.452,81.59,42.92,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,34.22,47.75,9.08,123,28.118,39.2,7.5,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1788.182,2197.0,598.0,1205,440276.4,1379234,245,0.0,2,245,0.0,0,245,0.0,0,245,0.0,2,245,0.0,0,245
20260708_023929,default,nw-cuda,large,10,14.2369,256,20461830976.52,29774372864,5356920832,125177154.0,125177154,125177154,34073261996.748,34087288832,34043052032,1549228814.569,1570258944,1516752896,99009109.0,99009109,99009109,4779172461.333,4783065072,4777792168,8,10.834,13.2,5.9,123,5947.236,7720,4939,123,3354.0,3354.0,3354.0,123,0.004,0.1,0.0,123,0.008,1,0,123,3.293,6,2,123,7.587,9.7,4.4,123,65.936,68.3,62.8,123,3.254,7.2,1.2,123,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),122.126,120,52.21,57.0,50.0,1204,NVLink-C2C,5,16,0.6333,2.01,2.02,2.0,123,2.019,2.16,1.78,123,2.034,2.07,2.0,123,15.5291,N/A,13.6891,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,20.85,11.728,20.85,5.32,1204,5.783,96.0,0.0,1204,1935.41,2515.0,208.0,1204,88.172,112.78,73.91,123,57.155,81.76,42.89,123,0.0,0.0,0.0,123,0.0,0.0,0.0,123,121.69,121.69,121.69,123,33.518,47.78,8.91,123,27.542,39.3,7.3,123,16.0,16.0,16.0,123,2.22,2.22,2.22,123,9,1754.295,2203.0,598.0,1204,427288.4,1424939,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245,0.0,0,245
20260708_024138,default,bfs-cuda,large,1,5.989,256,5625923499.372,5842391040,5357211648,125177154.0,125177154,125177154,34050591921.719,34087522304,34043265024,1518569996.694,1521332224,1517109248,99009109.0,99009109,99009109,4779155136.992,4781432640,4778182080,20,10.788,13.2,8.2,121,5931.636,7038,5232,121,3354.0,3354.0,3354.0,121,0.009,0.2,0.0,121,0.0,0,0,121,3.248,6,2,121,4.832,5.4,4.5,121,68.889,74.3,64.4,121,5.949,8.5,3.4,121,0.0,0.0,0.0,1202,N/A,LPDDR5X (unified),120.765,120,51.393,53.0,51.0,1202,NVLink-C2C,5,16,0.0686,2.032,2.04,2.02,121,2.197,2.28,2.15,121,2.101,2.12,2.08,121,6.1354,N/A,5.8697,1,1.0,1.0,5.0,5.0,5.0,1202,1.0,1202,2,1.0,1.0,16.0,16.0,16.0,1202,1.0,1202,12.76,8.049,12.76,5.32,1202,0.649,22.0,0.0,1202,1087.278,2411.0,201.0,1202,112.303,112.59,111.57,121,81.286,81.57,80.55,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.387,10.12,9.1,121,7.716,8.3,7.5,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,21,1184.013,2080.0,598.0,1202,23011.3,86794,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260708_024411,default,bfs-cuda,large,2,6.0037,256,5633720556.959,5843107840,5355044864,125177154.0,125177154,125177154,34050858567.934,34087788544,34043539456,1518691184.132,1520295936,1517096960,99009109.0,99009109,99009109,4779283743.736,4781110992,4777951120,19,10.768,13.1,5.8,121,5981.157,7454,4948,121,3354.0,3354.0,3354.0,121,0.007,0.1,0.0,121,0.0,0,0,121,3.223,5,3,121,4.831,5.4,4.4,121,67.143,72.7,61.9,121,5.936,8.4,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.869,120,50.184,51.0,49.0,1203,NVLink-C2C,5,16,0.0605,2.003,2.02,2.0,121,1.935,2.24,1.71,121,2.016,2.07,2.0,121,6.1148,N/A,5.9242,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,12.46,8.152,12.46,5.25,1203,1.147,27.0,0.0,1203,1106.029,2411.0,201.0,1203,112.296,112.77,111.66,121,81.278,81.75,80.64,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.394,10.03,8.92,121,7.725,8.2,7.3,121,16.0,16.0,16.0,121,2.22,2.22,2.22,121,20,1196.672,2067.0,591.0,1203,22900.6,89144,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260708_024643,default,bfs-cuda,large,3,6.0091,256,5669739799.273,6189039616,5356191744,125177154.0,125177154,125177154,34051077280.793,34088005632,34043760640,1518640170.314,1520168960,1517232128,99009109.0,99009109,99009109,4779339194.975,4780189680,4778063904,19,10.882,17.4,5.9,121,6107.967,14863,4915,121,3354.0,3354.0,3354.0,121,0.014,0.6,0.0,121,0.0,0,0,121,3.322,10,3,121,4.836,6.0,4.4,121,67.135,72.0,62.0,121,6.046,11.2,1.4,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),120.921,120,49.726,51.0,48.0,1203,NVLink-C2C,5,16,0.0797,2.002,2.02,1.99,121,2.021,2.33,1.75,121,2.014,2.08,1.97,121,6.2261,N/A,5.8857,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,12.44,8.179,12.44,5.22,1203,0.362,15.0,0.0,1203,1147.741,2418.0,201.0,1203,112.233,112.77,111.66,121,81.215,81.75,80.64,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,9.457,10.03,8.92,121,7.772,8.2,7.3,121,16.0,16.0,16.0,121,2.211,2.22,2.21,121,20,1221.514,2073.0,598.0,1203,23794.1,228523,242,5.8,1271,242,0.0,0,242,0.0,0,242,16.8,3897,242,0.0,0,242
