experiment_ts,cpu_governor,governor,benchmark,size,run,avg_cpu_time_sec,avg_gpu_memcpy_sec,avg_gpu_time_sec,avg_launch_time_sec,bus_width_bits,cgroup_mem_anon_bytes_avg,cgroup_mem_anon_bytes_max,cgroup_mem_anon_bytes_min,cgroup_mem_direct_reclaim_steal_avg,cgroup_mem_direct_reclaim_steal_max,cgroup_mem_direct_reclaim_steal_min,cgroup_mem_file_bytes_avg,cgroup_mem_file_bytes_max,cgroup_mem_file_bytes_min,cgroup_mem_kernel_bytes_avg,cgroup_mem_kernel_bytes_max,cgroup_mem_kernel_bytes_min,cgroup_mem_kswapd_steal_avg,cgroup_mem_kswapd_steal_max,cgroup_mem_kswapd_steal_min,cgroup_mem_slab_bytes_avg,cgroup_mem_slab_bytes_max,cgroup_mem_slab_bytes_min,completed_launches,cpu_active_pct_avg,cpu_active_pct_max,cpu_active_pct_min,cpu_active_pct_samples,cpu_ctxt_switch_rate_avg,cpu_ctxt_switch_rate_max,cpu_ctxt_switch_rate_min,cpu_ctxt_switch_rate_samples,cpu_freq_mhz_avg,cpu_freq_mhz_max,cpu_freq_mhz_min,cpu_freq_mhz_samples,cpu_iowait_pct_avg,cpu_iowait_pct_max,cpu_iowait_pct_min,cpu_iowait_pct_samples,cpu_procs_blocked_avg,cpu_procs_blocked_max,cpu_procs_blocked_min,cpu_procs_blocked_samples,cpu_procs_running_avg,cpu_procs_running_max,cpu_procs_running_min,cpu_procs_running_samples,cpu_system_pct_avg,cpu_system_pct_max,cpu_system_pct_min,cpu_system_pct_samples,cpu_temp_c_avg,cpu_temp_c_max,cpu_temp_c_min,cpu_temp_c_samples,cpu_user_pct_avg,cpu_user_pct_max,cpu_user_pct_min,cpu_user_pct_samples,dram_active_pct_avg,dram_active_pct_max,dram_active_pct_min,dram_active_pct_samples,dram_bandwidth_gbps,dram_type,duration_actual_sec,duration_target_sec,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_c_min,gpu_temp_c_samples,interconnect,interconnect_gen_max,interconnect_width_max,killed_launches,launch_time_stdev_sec,loadavg_15min_avg,loadavg_15min_max,loadavg_15min_min,loadavg_15min_samples,loadavg_1min_avg,loadavg_1min_max,loadavg_1min_min,loadavg_1min_samples,loadavg_5min_avg,loadavg_5min_max,loadavg_5min_min,loadavg_5min_samples,max_gpu_time_sec,max_launch_time_sec,mem_clock_mhz_est,min_gpu_time_sec,min_launch_time_sec,parallel,pcie_gen_avg,pcie_gen_max,pcie_gen_max_avg,pcie_gen_max_max,pcie_gen_max_min,pcie_gen_max_samples,pcie_gen_min,pcie_gen_samples,pcie_samples,pcie_width_avg,pcie_width_max,pcie_width_max_avg,pcie_width_max_max,pcie_width_max_min,pcie_width_max_samples,pcie_width_min,pcie_width_samples,peak_power_w,power_draw_w_avg,power_draw_w_max,power_draw_w_min,power_draw_w_samples,sm_active_pct_avg,sm_active_pct_max,sm_active_pct_min,sm_active_pct_samples,sm_clock_mhz_avg,sm_clock_mhz_max,sm_clock_mhz_min,sm_clock_mhz_samples,sys_mem_avail_gb_avg,sys_mem_avail_gb_max,sys_mem_avail_gb_min,sys_mem_avail_gb_samples,sys_mem_free_gb_avg,sys_mem_free_gb_max,sys_mem_free_gb_min,sys_mem_free_gb_samples,sys_mem_pressure_full_avg,sys_mem_pressure_full_max,sys_mem_pressure_full_min,sys_mem_pressure_full_samples,sys_mem_pressure_some_avg,sys_mem_pressure_some_max,sys_mem_pressure_some_min,sys_mem_pressure_some_samples,sys_mem_total_gb_avg,sys_mem_total_gb_max,sys_mem_total_gb_min,sys_mem_total_gb_samples,sys_mem_used_gb_avg,sys_mem_used_gb_max,sys_mem_used_gb_min,sys_mem_used_gb_samples,sys_mem_used_pct_avg,sys_mem_used_pct_max,sys_mem_used_pct_min,sys_mem_used_pct_samples,sys_swap_total_gb_avg,sys_swap_total_gb_max,sys_swap_total_gb_min,sys_swap_total_gb_samples,sys_swap_used_gb_avg,sys_swap_used_gb_max,sys_swap_used_gb_min,sys_swap_used_gb_samples,total_launches,video_clock_mhz_avg,video_clock_mhz_max,video_clock_mhz_min,video_clock_mhz_samples,vmstat_pgfault_rate_avg,vmstat_pgfault_rate_max,vmstat_pgfault_rate_samples,vmstat_pgmajfault_rate_avg,vmstat_pgmajfault_rate_max,vmstat_pgmajfault_rate_samples,vmstat_pgscan_rate_avg,vmstat_pgscan_rate_max,vmstat_pgscan_rate_samples,vmstat_pgsteal_rate_avg,vmstat_pgsteal_rate_max,vmstat_pgsteal_rate_samples,vmstat_pswpin_rate_avg,vmstat_pswpin_rate_max,vmstat_pswpin_rate_samples,vmstat_pswpout_rate_avg,vmstat_pswpout_rate_max,vmstat_pswpout_rate_samples
20260721_074433,cpu_performance,gpu_default,lulesh-cuda,large,8,1.9593,1.6392,3.5456,7.0583,256,2774636493.223,2863099904,1466056704,0.0,0,0,6920660399.603,6923837440,6879481856,703034528.793,703840256,699375616,0.0,0,0,669952425.455,670184664,669582592,17,5.679,6.1,0.5,121,2816.86,3169,1536,121,3354.0,3354.0,3354.0,121,0.017,0.1,0.0,121,0.008,1,0,121,2.215,4,2,121,1.002,3.7,0.3,121,61.179,63.6,52.3,121,4.698,5.3,0.1,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),121.07,120,57.234,60.0,50.0,1200,NVLink-C2C,5,16,1,0.3546,0.975,0.99,0.97,121,0.872,1.0,0.64,121,0.934,0.96,0.91,121,3.5543,7.1963,N/A,3.5397,5.6861,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,25.38,23.413,25.38,4.93,1200,58.437,73.0,0.0,1200,2427.523,2476.0,208.0,1200,113.705,118.02,113.22,121,107.818,112.14,107.33,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,7.985,8.47,3.67,121,6.545,7.0,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,17,2110.362,2145.0,598.0,1200,50878.4,563186,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_074705,cpu_performance,gpu_default,lulesh-cuda,large,9,2.0398,1.7344,3.5442,7.0585,256,2776782289.455,2862952448,1465765888,0.0,0,0,6921206386.248,6924197888,6879850496,703075556.496,703827968,699424768,0.0,0,0,669988825.388,670243480,669606984,17,5.627,6.0,0.5,121,2801.876,3125,1547,121,3354.0,3354.0,3354.0,121,0.015,0.1,0.0,121,0.0,0,0,121,2.19,4,2,121,0.964,3.9,0.3,121,61.005,64.3,52.6,121,4.668,5.4,0.1,121,0.0,0.0,0.0,1199,N/A,LPDDR5X (unified),120.442,120,57.029,60.0,50.0,1199,NVLink-C2C,5,16,1,1.0857,0.97,0.99,0.95,121,0.926,1.17,0.62,121,0.922,0.99,0.87,121,3.553,7.5713,N/A,3.5339,2.8999,1,1.0,1.0,5.0,5.0,5.0,1199,1.0,1199,2,1.0,1.0,16.0,16.0,16.0,1199,1.0,1199,25.33,23.129,25.33,4.98,1199,56.531,73.0,0.0,1199,2429.843,2470.0,208.0,1199,113.669,118.03,113.14,121,107.781,112.15,107.26,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,8.021,8.55,3.66,121,6.602,7.0,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,17,2111.391,2145.0,598.0,1199,50899.1,563350,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_074938,cpu_performance,gpu_default,lulesh-cuda,large,10,2.0824,1.7863,3.5404,7.0584,256,2770049988.76,2862792704,1465380864,0.0,0,0,6921185872.397,6924529664,6880202752,703045090.38,703664128,699293696,0.0,0,0,670048866.116,670261256,669664144,17,5.593,5.9,0.5,121,2789.405,3081,1537,121,3354.0,3354.0,3354.0,121,0.017,0.1,0.0,121,0.0,0,0,121,2.174,5,2,121,0.948,3.9,0.3,121,60.585,63.1,52.4,121,4.656,5.3,0.1,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),121.029,120,56.782,59.0,50.0,1200,NVLink-C2C,5,16,1,1.4522,0.977,0.98,0.97,121,0.94,0.99,0.77,121,0.939,0.95,0.91,121,3.5434,7.5779,N/A,3.537,1.4472,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,25.24,22.958,25.24,4.9,1200,55.245,73.0,0.0,1200,2425.38,2470.0,208.0,1200,113.633,118.01,113.14,121,107.745,112.12,107.25,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,8.057,8.55,3.68,121,6.609,7.0,3.0,121,16.0,16.0,16.0,121,0.0,0,0,121,17,2108.042,2145.0,598.0,1200,50931.9,563426,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_075144,cpu_performance,gpu_ondemand,cfd-cuda,large,1,0.9918,0.0093,0.6847,1.6661,256,1534937748.099,1561194496,1466204160,0.0,0,0,6913267796.628,6925799424,6881333248,700979386.182,701800448,699879424,0.0,0,0,670215126.215,670527104,669853544,72,6.507,7.2,3.9,121,3815.645,4085,2955,121,3354.0,3354.0,3354.0,121,0.023,0.2,0.0,121,0.0,0,0,121,2.413,5,1,121,2.484,3.2,1.3,121,63.298,65.0,59.0,121,4.029,5.3,1.7,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.911,120,59.91,65.0,55.0,1201,NVLink-C2C,5,16,1,0.1991,1.0,1.01,0.97,121,1.143,1.25,0.83,121,1.009,1.05,0.92,121,1.1012,2.143,N/A,0.5884,0.2733,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,39.94,26.708,39.94,7.31,1201,42.1,96.0,0.0,1201,2301.639,2515.0,357.0,1201,117.532,117.88,117.23,121,111.643,111.99,111.34,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.158,4.46,3.81,121,3.421,3.7,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,72,1995.735,2203.0,598.0,1201,73800.7,121915,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_075417,cpu_performance,gpu_ondemand,cfd-cuda,large,2,0.9835,0.0093,0.6864,1.6661,256,1534550422.215,1561178112,1474875392,0.0,0,0,6914025251.967,6926270464,6881808384,701010055.405,701689856,700219392,0.0,0,0,670307269.355,670502032,670066760,72,6.512,7.2,1.0,121,3805.744,4077,2330,121,3354.0,3354.0,3354.0,121,0.017,0.2,0.0,121,0.0,0,0,121,2.405,5,1,121,2.488,3.3,0.8,121,62.473,66.0,53.9,121,4.041,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.042,120,58.925,66.0,51.0,1201,NVLink-C2C,5,16,1,0.1694,1.006,1.03,0.98,121,1.111,1.38,0.73,121,1.027,1.1,0.95,121,1.2334,2.2819,N/A,0.5706,0.7385,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,41.06,26.858,41.06,5.04,1201,42.447,96.0,0.0,1201,2278.988,2515.0,208.0,1201,117.563,117.85,117.37,121,111.673,111.96,111.48,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.127,4.32,3.84,121,3.398,3.6,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,72,1980.373,2203.0,598.0,1201,72811.0,121531,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_075649,cpu_performance,gpu_ondemand,cfd-cuda,large,3,0.9837,0.0093,0.6779,1.6662,256,1533047934.942,1561190400,1467715584,0.0,0,0,6915345314.909,6926778368,6882279424,701028842.843,701865984,699871232,0.0,0,0,670383313.983,670671264,670063152,72,6.498,7.1,1.0,121,3809.496,4099,2328,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,2.421,4,1,121,2.471,3.2,0.8,121,62.02,65.4,54.1,121,4.033,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.935,120,58.909,66.0,51.0,1201,NVLink-C2C,5,16,1,0.1055,1.008,1.03,0.99,121,1.05,1.28,0.77,121,1.031,1.09,0.98,121,1.2552,2.2178,N/A,0.5821,1.3275,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,39.27,26.845,39.27,5.04,1201,40.858,96.0,0.0,1201,2312.56,2515.0,208.0,1201,117.549,117.85,117.32,121,111.659,111.96,111.43,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.141,4.37,3.84,121,3.408,3.6,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,72,2007.779,2203.0,598.0,1201,73434.9,120551,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_075922,cpu_performance,gpu_ondemand,cfd-cuda,large,4,0.9752,0.0093,0.6692,1.6433,256,1532785520.132,1561182208,1469218816,0.0,0,0,6915086217.521,6927253504,6880837632,701051827.835,701857792,699842560,0.0,0,0,670537751.934,670768088,670091600,73,6.516,7.3,1.0,121,3813.223,4092,2334,121,3354.0,3354.0,3354.0,121,0.02,0.2,0.0,121,0.0,0,0,121,2.339,5,1,121,2.479,3.3,0.8,121,62.523,66.7,54.1,121,4.045,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.178,120,59.242,65.0,51.0,1201,NVLink-C2C,5,16,1,0.1182,1.021,1.04,0.99,121,1.152,1.39,0.75,121,1.067,1.12,0.98,121,0.9652,1.9523,N/A,0.5888,0.899,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,40.64,27.271,40.64,5.06,1201,41.814,96.0,0.0,1201,2309.657,2515.0,208.0,1201,117.564,117.92,117.36,121,111.674,112.03,111.47,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.126,4.33,3.77,121,3.393,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,73,2005.598,2203.0,598.0,1201,73426.2,121844,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_080154,cpu_performance,gpu_ondemand,cfd-cuda,large,5,0.9903,0.0093,0.6653,1.6433,256,1533057616.397,1559293952,1473798144,0.0,0,0,6915335904.264,6927749120,6883250176,701117194.579,702148608,700006400,0.0,0,0,670609073.587,670895048,670305112,73,6.502,7.3,1.0,121,3808.603,4131,2325,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.017,2,0,121,2.339,5,1,121,2.494,3.2,0.8,121,62.156,64.9,53.9,121,4.009,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.914,120,59.084,65.0,51.0,1201,NVLink-C2C,5,16,1,0.204,1.022,1.05,1.0,121,1.108,1.38,0.71,121,1.069,1.15,0.99,121,1.2077,2.2387,N/A,0.5768,0.0824,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,46.26,27.057,46.26,4.99,1201,40.67,96.0,0.0,1201,2318.514,2515.0,208.0,1201,117.553,117.86,117.35,121,111.662,111.97,111.46,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.137,4.34,3.83,121,3.402,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,73,2011.038,2203.0,598.0,1201,73086.8,121871,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_080427,cpu_performance,gpu_ondemand,cfd-cuda,large,6,0.9827,0.0093,0.6782,1.6662,256,1534621645.223,1561251840,1470394368,0.0,0,0,6916513419.636,6928220160,6883749888,701163401.521,702017536,700383232,0.0,0,0,670684353.917,670919168,670383232,72,6.506,7.2,1.0,121,3804.215,4073,2324,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,2.281,4,1,121,2.479,3.3,0.9,121,62.271,64.8,54.0,121,4.035,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.773,120,59.297,66.0,51.0,1201,NVLink-C2C,5,16,1,0.105,1.072,1.11,1.03,121,1.377,1.58,1.04,121,1.184,1.26,1.08,121,1.2461,2.3074,N/A,0.5973,1.3766,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,38.66,27.486,38.66,5.02,1201,40.974,96.0,0.0,1201,2330.069,2515.0,208.0,1201,117.55,117.92,117.34,121,111.659,112.03,111.45,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.14,4.35,3.77,121,3.4,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,72,2025.133,2203.0,598.0,1201,72596.0,121966,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_080659,cpu_performance,gpu_ondemand,cfd-cuda,large,7,0.9831,0.0093,0.6726,1.6433,256,1533938188.694,1561223168,1466384384,0.0,0,0,6917289256.198,6928711680,6882521088,701213772.165,702246912,699953152,0.0,0,0,670772760.463,671113864,670386800,73,6.502,7.4,1.1,121,3799.595,4118,2326,121,3354.0,3354.0,3354.0,121,0.02,0.2,0.0,121,0.008,1,0,121,2.595,5,1,121,2.479,3.3,0.9,121,62.452,65.4,54.2,121,4.031,5.2,0.2,121,0.0,0.0,0.0,1200,N/A,LPDDR5X (unified),121.027,120,59.528,66.0,52.0,1200,NVLink-C2C,5,16,1,0.2054,1.099,1.11,1.09,121,1.217,1.41,1.1,121,1.216,1.25,1.19,121,1.2517,2.2581,N/A,0.6126,0.0774,1,1.0,1.0,5.0,5.0,5.0,1200,1.0,1200,2,1.0,1.0,16.0,16.0,16.0,1200,1.0,1200,42.17,28.039,42.17,5.0,1200,41.533,96.0,0.0,1200,2328.028,2515.0,208.0,1200,117.553,117.93,117.39,121,111.662,112.04,111.5,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.137,4.3,3.76,121,3.407,3.5,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,73,2022.014,2203.0,598.0,1200,72322.9,120121,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_080932,cpu_performance,gpu_ondemand,cfd-cuda,large,8,0.9938,0.0093,0.6733,1.6662,256,1534537761.851,1561284608,1468092416,0.0,0,0,6918749327.868,6929199104,6884683776,701271488.529,702025728,700481536,0.0,0,0,670898607.207,671211208,670615112,72,6.505,7.4,1.0,121,3803.62,4186,2318,121,3354.0,3354.0,3354.0,121,0.019,0.2,0.0,121,0.0,0,0,121,2.364,5,1,121,2.51,3.3,0.9,121,62.499,65.4,54.2,121,4.002,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.087,120,59.453,66.0,52.0,1201,NVLink-C2C,5,16,1,0.1267,1.07,1.08,1.06,121,0.985,1.22,0.71,121,1.106,1.14,1.08,121,1.2728,2.3374,N/A,0.592,0.9405,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,39.01,27.548,39.01,5.01,1201,40.867,96.0,0.0,1201,2333.829,2515.0,208.0,1201,117.555,117.87,117.35,121,111.663,111.98,111.46,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.135,4.34,3.82,121,3.402,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,72,2024.314,2203.0,598.0,1201,72803.1,121963,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_081204,cpu_performance,gpu_ondemand,cfd-cuda,large,9,0.9843,0.0093,0.6824,1.6661,256,1532487730.777,1561149440,1467596800,0.0,0,0,6918042852.496,6929764352,6885023744,701312143.868,702349312,700092416,0.0,0,0,671051536.066,671282024,670711152,72,6.499,7.2,1.0,121,3808.752,4210,2332,121,3354.0,3354.0,3354.0,121,0.02,0.2,0.0,121,0.0,0,0,121,2.43,5,1,121,2.467,3.2,0.8,121,62.231,65.7,54.3,121,4.038,5.2,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),120.889,120,59.272,65.0,52.0,1201,NVLink-C2C,5,16,1,0.1481,1.097,1.13,1.07,121,1.267,1.58,0.93,121,1.163,1.25,1.08,121,1.2798,2.3588,N/A,0.598,0.963,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,40.57,26.792,40.57,4.99,1201,42.644,96.0,0.0,1201,2293.749,2515.0,208.0,1201,117.546,117.86,117.36,121,111.653,111.97,111.47,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.144,4.33,3.83,121,3.403,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,72,1994.783,2203.0,598.0,1201,73184.8,121943,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241,0.0,0,241
20260721_081437,cpu_performance,gpu_ondemand,cfd-cuda,large,10,0.9819,0.0093,0.6768,1.6661,256,1533033548.165,1561088000,1466503168,0.0,0,0,6916990891.372,6930255872,6885748736,701382723.702,702373888,700194816,0.0,0,0,671116704.595,671435096,670788064,72,6.502,7.3,1.1,121,3796.595,4035,2328,121,3354.0,3354.0,3354.0,121,0.018,0.2,0.0,121,0.017,1,0,121,2.331,5,1,121,2.467,3.3,0.8,121,62.729,66.3,54.2,121,4.039,5.3,0.2,121,0.0,0.0,0.0,1201,N/A,LPDDR5X (unified),121.07,120,59.582,66.0,52.0,1201,NVLink-C2C,5,16,1,0.0951,1.099,1.12,1.09,121,1.131,1.37,0.93,121,1.152,1.2,1.12,121,1.0746,2.0804,N/A,0.5736,1.5315,1,1.0,1.0,5.0,5.0,5.0,1201,1.0,1201,2,1.0,1.0,16.0,16.0,16.0,1201,1.0,1201,42.63,27.668,42.63,5.0,1201,41.721,96.0,0.0,1201,2295.684,2515.0,208.0,1201,117.569,117.89,117.36,121,111.676,112.0,111.47,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,4.121,4.33,3.8,121,3.387,3.6,3.1,121,16.0,16.0,16.0,121,0.0,0,0,121,72,1997.608,2203.0,598.0,1201,72489.1,121909,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_081645,cpu_performance,gpu_ondemand,lud-cuda,large,1,0.594,0.0885,3.3486,3.9995,256,2491486546.512,2616520704,1472327680,0.0,0,0,6926658433.058,6930067456,6885662720,703501371.24,704188416,700760064,0.0,0,0,671226718.281,671386840,670954872,30,6.773,7.6,4.0,121,3489.116,3961,2863,121,3354.0,3354.0,3354.0,121,0.023,0.2,0.0,121,0.0,0,0,121,2.479,7,1,121,5.029,5.7,3.3,121,69.39,72.3,61.4,121,1.749,2.2,0.7,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.169,120,65.975,69.0,58.0,1204,NVLink-C2C,5,16,1,0.1783,1.152,1.17,1.11,121,1.499,1.78,1.26,121,1.283,1.34,1.19,121,3.478,4.1448,N/A,3.3404,3.0831,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,42.69,35.83,42.69,9.19,1204,78.556,96.0,0.0,1204,2443.996,2515.0,806.0,1204,115.09,117.7,114.02,121,109.197,111.81,108.12,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,6.6,7.67,3.99,121,5.431,6.3,3.3,121,16.0,16.0,16.0,121,0.0,0,0,121,30,2134.956,2203.0,825.0,1204,114796.9,637826,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_081918,cpu_performance,gpu_ondemand,lud-cuda,large,2,0.5892,0.0889,3.3564,3.9994,256,2539444951.802,2616487936,1466621952,0.0,0,0,6928942037.686,6930489344,6886092800,703591009.322,704282624,700547072,0.0,0,0,671256729.521,671450168,670939904,30,6.715,7.4,1.1,121,3472.537,4138,2346,121,3354.0,3354.0,3354.0,121,0.017,0.1,0.0,121,0.0,0,0,121,2.421,4,2,121,5.017,5.7,0.9,121,65.978,69.4,55.2,121,1.71,2.1,0.2,121,0.0,0.0,0.0,1204,N/A,LPDDR5X (unified),121.084,120,62.882,66.0,53.0,1204,NVLink-C2C,5,16,1,0.2109,1.128,1.13,1.12,121,1.043,1.18,0.83,121,1.173,1.19,1.16,121,3.7708,4.466,N/A,3.3283,2.9824,1,1.0,1.0,5.0,5.0,5.0,1204,1.0,1204,2,1.0,1.0,16.0,16.0,16.0,1204,1.0,1204,42.34,35.325,42.34,5.14,1204,78.261,96.0,0.0,1204,2431.361,2515.0,208.0,1204,114.9,117.75,113.99,121,109.006,111.86,108.1,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,6.79,7.7,3.94,121,5.583,6.3,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,30,2129.191,2203.0,598.0,1204,113794.5,628210,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
20260721_082151,cpu_performance,gpu_ondemand,lud-cuda,large,3,0.5806,0.0879,3.3538,3.9993,256,2367642767.868,2616664064,1466773504,0.0,0,0,6922788694.744,6930915328,6886514688,703259436.43,704389120,700317696,0.0,0,0,671271664.066,671489872,670905568,30,6.731,7.6,1.1,121,3472.983,4049,2341,121,3354.0,3354.0,3354.0,121,0.021,0.2,0.0,121,0.0,0,0,121,2.554,5,2,121,5.021,5.9,0.9,121,65.723,69.2,54.3,121,1.72,2.1,0.2,121,0.0,0.0,0.0,1203,N/A,LPDDR5X (unified),121.271,120,62.6,66.0,52.0,1203,NVLink-C2C,5,16,1,0.155,1.104,1.11,1.1,121,1.032,1.26,0.85,121,1.105,1.14,1.08,121,3.7354,4.4581,N/A,3.3285,3.329,1,1.0,1.0,5.0,5.0,5.0,1203,1.0,1203,2,1.0,1.0,16.0,16.0,16.0,1203,1.0,1203,42.09,35.763,42.09,4.98,1203,80.63,96.0,0.0,1203,2437.569,2515.0,208.0,1203,115.293,117.74,114.4,121,109.399,111.85,108.51,121,0.0,0.0,0.0,121,0.0,0.0,0.0,121,121.69,121.69,121.69,121,6.397,7.29,3.95,121,5.264,6.0,3.2,121,16.0,16.0,16.0,121,0.0,0,0,121,30,2134.544,2203.0,598.0,1203,113367.5,629341,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242,0.0,0,242
